 

stn;time;prestas0;qprestas0
LUZ;202307251940;959.6;4
LUZ;202307251950;959.7;4
LUZ;202307252000;959.9;4
LUZ;202307252010;960.0;4
LUZ;202307252020;960.2;4
LUZ;202307252030;960.4;4
LUZ;202307252040;960.4;4
LUZ;202307252050;960.5;4
LUZ;202307252100;960.6;4
LUZ;202307252110;960.6;4
LUZ;202307252120;960.6;4
LUZ;202307252130;960.6;4
LUZ;202307252140;960.8;4
LUZ;202307252150;960.9;4
LUZ;202307252200;960.9;4
LUZ;202307252210;961.2;4
LUZ;202307252220;961.2;4
LUZ;202307252230;961.5;4
LUZ;202307252240;961.5;4
LUZ;202307252250;961.4;4
LUZ;202307252300;961.5;4
LUZ;202307252310;961.6;4
LUZ;202307252320;961.7;4
LUZ;202307252330;961.7;4
LUZ;202307252340;961.8;4
LUZ;202307252350;961.9;4
LUZ;202307260000;961.9;4
LUZ;202307260010;962.1;4
LUZ;202307260020;962.2;4
LUZ;202307260030;962.2;4
LUZ;202307260040;962.2;4
LUZ;202307260050;962.2;4
LUZ;202307260100;962.1;4
LUZ;202307260110;962.2;4
LUZ;202307260120;962.2;4
LUZ;202307260130;962.2;4
LUZ;202307260140;962.2;4
LUZ;202307260150;962.3;4
LUZ;202307260200;962.4;4
LUZ;202307260210;962.5;4
LUZ;202307260220;962.6;4
LUZ;202307260230;962.6;4
LUZ;202307260240;962.7;4
LUZ;202307260250;962.8;4
LUZ;202307260300;962.9;4
LUZ;202307260310;962.9;4
LUZ;202307260320;963.0;4
LUZ;202307260330;963.0;4
LUZ;202307260340;963.0;4
LUZ;202307260350;963.0;4
LUZ;202307260400;963.0;4
LUZ;202307260410;963.1;4
LUZ;202307260420;963.1;4
LUZ;202307260430;963.1;4
LUZ;202307260440;963.2;4
LUZ;202307260450;963.2;4
LUZ;202307260500;963.3;4
LUZ;202307260510;963.3;4
LUZ;202307260520;963.4;4
LUZ;202307260530;963.5;4
LUZ;202307260540;963.5;4
LUZ;202307260550;963.5;4
LUZ;202307260600;963.6;4
LUZ;202307260610;963.6;4
LUZ;202307260620;963.7;4
LUZ;202307260630;963.8;4
LUZ;202307260640;964.0;4
LUZ;202307260650;964.1;4
LUZ;202307260700;964.3;4
LUZ;202307260710;964.4;4
LUZ;202307260720;964.4;4
LUZ;202307260730;964.4;4
LUZ;202307260740;964.4;4
LUZ;202307260750;964.5;4
LUZ;202307260800;964.4;4
LUZ;202307260810;964.5;4
LUZ;202307260820;964.6;4
LUZ;202307260830;964.6;4
LUZ;202307260840;964.6;4
LUZ;202307260850;964.7;4
LUZ;202307260900;964.8;4
LUZ;202307260910;964.8;4
LUZ;202307260920;964.8;4
LUZ;202307260930;964.7;4
LUZ;202307260940;964.6;4
LUZ;202307260950;964.6;4
LUZ;202307261000;964.7;4
LUZ;202307261010;964.8;4
LUZ;202307261020;964.8;4
LUZ;202307261030;964.7;4
LUZ;202307261040;964.8;4
LUZ;202307261050;964.7;4
LUZ;202307261100;964.7;4
LUZ;202307261110;964.6;4
LUZ;202307261120;964.5;4
LUZ;202307261130;964.5;4
LUZ;202307261140;964.3;4
LUZ;202307261150;964.2;4
LUZ;202307261200;964.3;4
LUZ;202307261210;964.7;4
LUZ;202307261220;965.1;4
LUZ;202307261230;965.1;4
LUZ;202307261240;965.0;4
LUZ;202307261250;965.0;4
LUZ;202307261300;965.0;4
LUZ;202307261310;964.7;4
LUZ;202307261320;964.8;4
LUZ;202307261330;964.9;4
LUZ;202307261340;965.1;4
LUZ;202307261350;965.1;4
LUZ;202307261400;965.1;4
LUZ;202307261410;965.1;4
LUZ;202307261420;965.2;4
LUZ;202307261430;965.1;4
LUZ;202307261440;965.1;4
LUZ;202307261450;965.3;4
LUZ;202307261500;965.4;4
LUZ;202307261510;965.5;4
LUZ;202307261520;965.6;4
LUZ;202307261530;965.4;4
LUZ;202307261540;965.3;4
LUZ;202307261550;965.4;4
LUZ;202307261600;965.4;4
LUZ;202307261610;965.4;4
LUZ;202307261620;965.3;4
LUZ;202307261630;965.2;4
LUZ;202307261640;965.2;4
LUZ;202307261650;965.2;4
LUZ;202307261700;965.2;4
LUZ;202307261710;965.1;4
LUZ;202307261720;965.1;4
LUZ;202307261730;965.2;4
LUZ;202307261740;965.2;4
LUZ;202307261750;965.1;4
LUZ;202307261800;965.2;4
LUZ;202307261810;965.2;4
LUZ;202307261820;965.2;4
LUZ;202307261830;965.2;4
LUZ;202307261840;965.3;4
LUZ;202307261850;965.2;4
LUZ;202307261900;965.3;4
LUZ;202307261910;965.2;4
LUZ;202307261920;965.4;4
LUZ;202307261930;965.6;4
LUZ;202307261940;965.6;4
LUZ;202307261950;965.7;4
LUZ;202307262000;965.7;4
LUZ;202307262010;965.7;4
LUZ;202307262020;965.6;4
LUZ;202307262030;965.6;4
LUZ;202307262040;965.6;4
LUZ;202307262050;965.5;4
LUZ;202307262100;965.5;4
LUZ;202307262110;965.4;4
LUZ;202307262120;965.3;4
LUZ;202307262130;965.3;4
LUZ;202307262140;965.3;4
LUZ;202307262150;965.3;4
LUZ;202307262200;965.1;4
LUZ;202307262210;965.1;4
LUZ;202307262220;965.0;4
LUZ;202307262230;965.0;4
LUZ;202307262240;965.0;4
LUZ;202307262250;965.0;4
LUZ;202307262300;964.9;4
LUZ;202307262310;964.9;4
LUZ;202307262320;964.8;4
LUZ;202307262330;964.8;4
LUZ;202307262340;964.8;4
LUZ;202307262350;964.7;4
LUZ;202307270000;964.7;4
LUZ;202307270010;964.7;4
LUZ;202307270020;964.7;4
LUZ;202307270030;964.7;4
LUZ;202307270040;964.5;4
LUZ;202307270050;964.5;4
LUZ;202307270100;964.4;4
LUZ;202307270110;964.3;4
LUZ;202307270120;964.2;4
LUZ;202307270130;964.1;4
LUZ;202307270140;964.0;4
LUZ;202307270150;963.8;4
LUZ;202307270200;963.8;4
LUZ;202307270210;963.8;4
LUZ;202307270220;963.6;4
LUZ;202307270230;963.6;4
LUZ;202307270240;963.4;4
LUZ;202307270250;963.4;4
LUZ;202307270300;963.4;4
LUZ;202307270310;963.5;4
LUZ;202307270320;963.3;4
LUZ;202307270330;963.3;4
LUZ;202307270340;963.3;4
LUZ;202307270350;963.2;4
LUZ;202307270400;963.1;4
LUZ;202307270410;963.1;4
LUZ;202307270420;963.0;4
LUZ;202307270430;963.0;4
LUZ;202307270440;962.9;4
LUZ;202307270450;962.9;4
LUZ;202307270500;962.9;4
LUZ;202307270510;962.9;4
LUZ;202307270520;963.0;4
LUZ;202307270530;963.0;4
LUZ;202307270540;963.0;4
LUZ;202307270550;963.0;4
LUZ;202307270600;962.9;4
LUZ;202307270610;962.9;4
LUZ;202307270620;962.9;4
LUZ;202307270630;962.9;4
LUZ;202307270640;963.0;4
LUZ;202307270650;963.0;4
LUZ;202307270700;963.0;4
LUZ;202307270710;962.9;4
LUZ;202307270720;962.9;4
LUZ;202307270730;962.9;4
LUZ;202307270740;962.9;4
LUZ;202307270750;962.8;4
LUZ;202307270800;962.8;4
LUZ;202307270810;962.7;4
LUZ;202307270820;962.7;4
LUZ;202307270830;962.7;4
LUZ;202307270840;962.6;4
LUZ;202307270850;962.5;4
LUZ;202307270900;962.4;4
LUZ;202307270910;962.2;4
LUZ;202307270920;962.1;4
LUZ;202307270930;962.1;4
LUZ;202307270940;962.1;4
LUZ;202307270950;962.0;4
LUZ;202307271000;961.9;4
LUZ;202307271010;961.8;4
LUZ;202307271020;961.8;4
LUZ;202307271030;961.7;4
LUZ;202307271040;961.7;4
LUZ;202307271050;961.6;4
LUZ;202307271100;961.5;4
LUZ;202307271110;961.4;4
LUZ;202307271120;961.4;4
LUZ;202307271130;961.3;4
LUZ;202307271140;961.3;4
LUZ;202307271150;961.2;4
LUZ;202307271200;961.1;4
LUZ;202307271210;960.9;4
LUZ;202307271220;960.9;4
LUZ;202307271230;960.7;4
LUZ;202307271240;960.6;4
LUZ;202307271250;960.6;4
LUZ;202307271300;960.5;4
LUZ;202307271310;960.5;4
LUZ;202307271320;960.3;4
LUZ;202307271330;960.2;4
LUZ;202307271340;960.1;4
LUZ;202307271350;960.1;4
LUZ;202307271400;960.0;4
LUZ;202307271410;959.9;4
LUZ;202307271420;959.8;4
LUZ;202307271430;959.7;4
LUZ;202307271440;959.7;4
LUZ;202307271450;959.6;4
LUZ;202307271500;959.5;4
LUZ;202307271510;959.4;4
LUZ;202307271520;959.3;4
LUZ;202307271530;959.3;4
LUZ;202307271540;959.2;4
LUZ;202307271550;959.1;4
LUZ;202307271600;959.0;4
LUZ;202307271610;958.9;4
LUZ;202307271620;958.8;4
LUZ;202307271630;958.7;4
LUZ;202307271640;958.7;4
LUZ;202307271650;958.6;4
LUZ;202307271700;958.5;4
LUZ;202307271710;958.5;4
LUZ;202307271720;958.5;4
LUZ;202307271730;958.5;4
LUZ;202307271740;958.5;4
LUZ;202307271750;958.5;4
LUZ;202307271800;958.5;4
LUZ;202307271810;958.5;4
LUZ;202307271820;958.5;4
LUZ;202307271830;958.4;4
LUZ;202307271840;958.6;4
LUZ;202307271850;958.6;4
LUZ;202307271900;958.7;4
LUZ;202307271910;958.7;4
LUZ;202307271920;958.7;4
LUZ;202307271930;958.8;4
LUZ;202307271940;958.9;4
LUZ;202307271950;959.1;4
LUZ;202307272000;959.1;4
LUZ;202307272010;959.2;4
LUZ;202307272020;959.4;4
LUZ;202307272030;959.4;4
LUZ;202307272040;959.5;4
LUZ;202307272050;959.6;4
LUZ;202307272100;959.7;4
LUZ;202307272110;959.8;4
LUZ;202307272120;959.8;4
LUZ;202307272130;959.7;4
LUZ;202307272140;959.7;4
LUZ;202307272150;959.6;4
LUZ;202307272200;959.6;4
LUZ;202307272210;959.6;4
LUZ;202307272220;959.6;4
LUZ;202307272230;959.6;4
LUZ;202307272240;959.5;4
LUZ;202307272250;959.4;4
LUZ;202307272300;959.3;4
LUZ;202307272310;959.2;4
LUZ;202307272320;959.2;4
LUZ;202307272330;959.2;4
LUZ;202307272340;959.1;4
LUZ;202307272350;959.1;4
LUZ;202307280000;959.0;4
LUZ;202307280010;959.0;4
LUZ;202307280020;958.9;4
LUZ;202307280030;958.7;4
LUZ;202307280040;958.6;4
LUZ;202307280050;958.5;4
LUZ;202307280100;958.5;4
LUZ;202307280110;958.5;4
LUZ;202307280120;958.5;4
LUZ;202307280130;958.5;4
LUZ;202307280140;958.6;4
LUZ;202307280150;958.6;4
LUZ;202307280200;958.7;4
LUZ;202307280210;958.8;4
LUZ;202307280220;959.0;4
LUZ;202307280230;959.2;4
LUZ;202307280240;959.1;4
LUZ;202307280250;959.3;4
LUZ;202307280300;959.3;4
LUZ;202307280310;959.4;4
LUZ;202307280320;959.6;4
LUZ;202307280330;959.7;4
LUZ;202307280340;959.6;4
LUZ;202307280350;959.7;4
LUZ;202307280400;959.7;4
LUZ;202307280410;959.8;4
LUZ;202307280420;959.8;4
LUZ;202307280430;959.9;4
LUZ;202307280440;959.8;4
LUZ;202307280450;959.8;4
LUZ;202307280500;959.8;4
LUZ;202307280510;959.9;4
LUZ;202307280520;959.9;4
LUZ;202307280530;959.8;4
LUZ;202307280540;960.0;4
LUZ;202307280550;960.1;4
LUZ;202307280600;960.1;4
LUZ;202307280610;960.1;4
LUZ;202307280620;960.2;4
LUZ;202307280630;960.3;4
LUZ;202307280640;960.2;4
LUZ;202307280650;960.3;4
LUZ;202307280700;960.3;4
LUZ;202307280710;960.4;4
LUZ;202307280720;960.4;4
LUZ;202307280730;960.5;4
LUZ;202307280740;960.4;4
LUZ;202307280750;960.4;4
LUZ;202307280800;960.4;4
LUZ;202307280810;960.4;4
LUZ;202307280820;960.4;4
LUZ;202307280830;960.4;4
LUZ;202307280840;960.4;4
LUZ;202307280850;960.3;4
LUZ;202307280900;960.3;4
LUZ;202307280910;960.3;4
LUZ;202307280920;960.2;4
LUZ;202307280930;960.2;4
LUZ;202307280940;960.2;4
LUZ;202307280950;960.1;4
LUZ;202307281000;960.0;4
LUZ;202307281010;960.1;4
LUZ;202307281020;960.1;4
LUZ;202307281030;960.1;4
LUZ;202307281040;960.1;4
LUZ;202307281050;960.0;4
LUZ;202307281100;960.1;4
LUZ;202307281110;960.0;4
LUZ;202307281120;960.0;4
LUZ;202307281130;960.1;4
LUZ;202307281140;959.9;4
LUZ;202307281150;959.8;4
LUZ;202307281200;959.7;4
LUZ;202307281210;959.7;4
LUZ;202307281220;959.6;4
LUZ;202307281230;959.7;4
LUZ;202307281240;959.8;4
LUZ;202307281250;959.7;4
LUZ;202307281300;959.6;4
LUZ;202307281310;959.5;4
LUZ;202307281320;959.5;4
LUZ;202307281330;959.5;4
LUZ;202307281340;959.4;4
LUZ;202307281350;959.3;4
LUZ;202307281400;959.1;4
LUZ;202307281410;959.1;4
LUZ;202307281420;959.1;4
LUZ;202307281430;959.2;4
LUZ;202307281440;959.2;4
LUZ;202307281450;959.3;4
LUZ;202307281500;959.5;4
LUZ;202307281510;960.1;4
LUZ;202307281520;960.6;4
LUZ;202307281530;961.2;4
LUZ;202307281540;961.4;4
LUZ;202307281550;961.1;4
LUZ;202307281600;961.1;4
LUZ;202307281610;961.1;4
LUZ;202307281620;961.2;4
LUZ;202307281630;961.2;4
LUZ;202307281640;961.2;4
LUZ;202307281650;961.0;4
LUZ;202307281700;960.9;4
LUZ;202307281710;961.1;4
LUZ;202307281720;961.2;4
LUZ;202307281730;961.3;4
LUZ;202307281740;961.3;4
LUZ;202307281750;961.3;4
LUZ;202307281800;961.3;4
LUZ;202307281810;961.4;4
LUZ;202307281820;961.3;4
LUZ;202307281830;961.3;4
LUZ;202307281840;961.3;4
LUZ;202307281850;961.2;4
LUZ;202307281900;961.2;4
LUZ;202307281910;961.3;4
LUZ;202307281920;961.4;4
LUZ;202307281930;961.5;4
LUZ;202307281940;961.6;4
LUZ;202307281950;961.6;4
LUZ;202307282000;961.7;4
LUZ;202307282010;961.7;4
LUZ;202307282020;961.6;4
LUZ;202307282030;961.6;4
LUZ;202307282040;961.6;4
LUZ;202307282050;961.6;4
LUZ;202307282100;961.6;4
LUZ;202307282110;961.6;4
LUZ;202307282120;961.6;4
LUZ;202307282130;961.6;4
LUZ;202307282140;961.6;4
LUZ;202307282150;961.7;4
LUZ;202307282200;961.7;4
LUZ;202307282210;961.7;4
LUZ;202307282220;961.8;4
LUZ;202307282230;961.7;4
LUZ;202307282240;961.5;4
LUZ;202307282250;961.5;4
LUZ;202307282300;961.4;4
LUZ;202307282310;961.4;4
LUZ;202307282320;961.3;4
LUZ;202307282330;961.5;4
LUZ;202307282340;961.2;4
LUZ;202307282350;961.1;4
LUZ;202307290000;961.0;4
LUZ;202307290010;960.9;4
LUZ;202307290020;960.8;4
LUZ;202307290030;960.6;4
LUZ;202307290040;960.6;4
LUZ;202307290050;960.6;4
LUZ;202307290100;960.5;4
LUZ;202307290110;960.5;4
LUZ;202307290120;960.6;4
LUZ;202307290130;960.6;4
LUZ;202307290140;960.6;4
LUZ;202307290150;960.6;4
LUZ;202307290200;960.4;4
LUZ;202307290210;960.5;4
LUZ;202307290220;960.7;4
LUZ;202307290230;960.5;4
LUZ;202307290240;960.5;4
LUZ;202307290250;960.6;4
LUZ;202307290300;960.7;4
LUZ;202307290310;961.2;4
LUZ;202307290320;961.4;4
LUZ;202307290330;961.0;4
LUZ;202307290340;961.1;4
LUZ;202307290350;961.1;4
LUZ;202307290400;961.2;4
LUZ;202307290410;961.3;4
LUZ;202307290420;961.2;4
LUZ;202307290430;961.2;4
LUZ;202307290440;961.2;4
LUZ;202307290450;961.3;4
LUZ;202307290500;961.3;4
LUZ;202307290510;961.3;4
LUZ;202307290520;961.3;4
LUZ;202307290530;961.4;4
LUZ;202307290540;961.4;4
LUZ;202307290550;961.3;4
LUZ;202307290600;961.4;4
LUZ;202307290610;961.4;4
LUZ;202307290620;961.4;4
LUZ;202307290630;961.4;4
LUZ;202307290640;961.4;4
LUZ;202307290650;961.5;4
LUZ;202307290700;961.4;4
LUZ;202307290710;961.3;4
LUZ;202307290720;961.1;4
LUZ;202307290730;961.0;4
LUZ;202307290740;961.1;4
LUZ;202307290750;961.1;4
LUZ;202307290800;960.9;4
LUZ;202307290810;961.0;4
LUZ;202307290820;960.9;4
LUZ;202307290830;960.8;4
LUZ;202307290840;960.9;4
LUZ;202307290850;960.8;4
LUZ;202307290900;960.7;4
LUZ;202307290910;960.7;4
LUZ;202307290920;960.7;4
LUZ;202307290930;960.6;4
LUZ;202307290940;960.7;4
LUZ;202307290950;960.7;4
LUZ;202307291000;960.7;4
LUZ;202307291010;960.8;4
LUZ;202307291020;960.7;4
LUZ;202307291030;960.6;4
LUZ;202307291040;960.6;4
LUZ;202307291050;960.5;4
LUZ;202307291100;960.4;4
LUZ;202307291110;960.3;4
LUZ;202307291120;960.2;4
LUZ;202307291130;960.2;4
LUZ;202307291140;960.0;4
LUZ;202307291150;959.9;4
LUZ;202307291200;960.0;4
LUZ;202307291210;959.8;4
LUZ;202307291220;959.8;4
LUZ;202307291230;959.9;4
LUZ;202307291240;960.0;4
LUZ;202307291250;960.1;4
LUZ;202307291300;960.4;4
LUZ;202307291310;960.5;4
LUZ;202307291320;960.7;4
LUZ;202307291330;960.7;4
LUZ;202307291340;960.8;4
LUZ;202307291350;961.1;4
LUZ;202307291400;961.5;4
LUZ;202307291410;961.7;4
LUZ;202307291420;961.8;4
LUZ;202307291430;962.0;4
LUZ;202307291440;962.1;4
LUZ;202307291450;962.1;4
LUZ;202307291500;962.1;4
LUZ;202307291510;962.2;4
LUZ;202307291520;962.3;4
LUZ;202307291530;962.3;4
LUZ;202307291540;962.3;4
LUZ;202307291550;962.3;4
LUZ;202307291600;962.3;4
LUZ;202307291610;962.1;4
LUZ;202307291620;962.2;4
LUZ;202307291630;962.2;4
LUZ;202307291640;962.2;4
LUZ;202307291650;962.3;4
LUZ;202307291700;962.3;4
LUZ;202307291710;962.2;4
LUZ;202307291720;962.3;4
LUZ;202307291730;962.4;4
LUZ;202307291740;962.5;4
LUZ;202307291750;962.4;4
LUZ;202307291800;962.4;4
LUZ;202307291810;962.4;4
LUZ;202307291820;962.2;4
LUZ;202307291830;962.0;4
LUZ;202307291840;962.1;4
LUZ;202307291850;962.0;4
LUZ;202307291900;962.1;4
LUZ;202307291910;962.2;4
LUZ;202307291920;962.2;4
LUZ;202307291930;962.3;4
LUZ;202307291940;962.3;4
LUZ;202307291950;962.3;4
LUZ;202307292000;962.4;4
LUZ;202307292010;962.4;4
LUZ;202307292020;962.3;4
LUZ;202307292030;962.2;4
LUZ;202307292040;962.1;4
LUZ;202307292050;962.3;4
LUZ;202307292100;962.3;4
LUZ;202307292110;962.4;4
LUZ;202307292120;962.5;4
LUZ;202307292130;962.5;4
LUZ;202307292140;962.4;4
LUZ;202307292150;962.5;4
LUZ;202307292200;962.5;4
LUZ;202307292210;962.7;4
LUZ;202307292220;962.7;4
LUZ;202307292230;962.7;4
LUZ;202307292240;962.7;4
LUZ;202307292250;962.8;4
LUZ;202307292300;962.8;4
LUZ;202307292310;962.8;4
LUZ;202307292320;962.8;4
LUZ;202307292330;962.8;4
LUZ;202307292340;962.8;4
LUZ;202307292350;962.8;4
LUZ;202307300000;962.9;4
LUZ;202307300010;962.9;4
LUZ;202307300020;962.7;4
LUZ;202307300030;962.7;4
LUZ;202307300040;962.7;4
LUZ;202307300050;962.8;4
LUZ;202307300100;962.9;4
LUZ;202307300110;963.1;4
LUZ;202307300120;963.1;4
LUZ;202307300130;963.0;4
LUZ;202307300140;963.1;4
LUZ;202307300150;963.1;4
LUZ;202307300200;962.9;4
LUZ;202307300210;962.8;4
LUZ;202307300220;962.9;4
LUZ;202307300230;962.8;4
LUZ;202307300240;962.6;4
LUZ;202307300250;962.7;4
LUZ;202307300300;962.7;4
LUZ;202307300310;962.9;4
LUZ;202307300320;962.9;4
LUZ;202307300330;963.0;4
LUZ;202307300340;963.0;4
LUZ;202307300350;963.1;4
LUZ;202307300400;963.1;4
LUZ;202307300410;963.1;4
LUZ;202307300420;963.2;4
LUZ;202307300430;963.3;4
LUZ;202307300440;963.3;4
LUZ;202307300450;963.4;4
LUZ;202307300500;963.5;4
LUZ;202307300510;963.5;4
LUZ;202307300520;963.6;4
LUZ;202307300530;963.6;4
LUZ;202307300540;963.7;4
LUZ;202307300550;963.8;4
LUZ;202307300600;963.7;4
LUZ;202307300610;963.8;4
LUZ;202307300620;963.9;4
LUZ;202307300630;963.9;4
LUZ;202307300640;964.1;4
LUZ;202307300650;964.2;4
LUZ;202307300700;964.2;4
LUZ;202307300710;964.1;4
LUZ;202307300720;964.2;4
LUZ;202307300730;964.2;4
LUZ;202307300740;964.1;4
LUZ;202307300750;964.1;4
LUZ;202307300800;964.0;4
LUZ;202307300810;963.9;4
LUZ;202307300820;963.9;4
LUZ;202307300830;964.0;4
LUZ;202307300840;964.1;4
LUZ;202307300850;964.1;4
LUZ;202307300900;964.1;4
LUZ;202307300910;964.3;4
LUZ;202307300920;964.5;4
LUZ;202307300930;964.4;4
LUZ;202307300940;964.5;4
LUZ;202307300950;964.7;4
LUZ;202307301000;964.7;4
LUZ;202307301010;964.7;4
LUZ;202307301020;964.8;4
LUZ;202307301030;964.7;4
LUZ;202307301040;964.7;4
LUZ;202307301050;964.7;4
LUZ;202307301100;964.7;4
LUZ;202307301110;964.6;4
LUZ;202307301120;964.6;4
LUZ;202307301130;964.5;4
LUZ;202307301140;964.4;4
LUZ;202307301150;964.4;4
LUZ;202307301200;964.3;4
LUZ;202307301210;964.3;4
LUZ;202307301220;964.3;4
LUZ;202307301230;964.3;4
LUZ;202307301240;964.2;4
LUZ;202307301250;964.1;4
LUZ;202307301300;964.1;4
LUZ;202307301310;964.0;4
LUZ;202307301320;963.9;4
LUZ;202307301330;963.8;4
LUZ;202307301340;963.8;4
LUZ;202307301350;963.8;4
LUZ;202307301400;963.8;4
LUZ;202307301410;963.9;4
LUZ;202307301420;963.9;4
LUZ;202307301430;963.9;4
LUZ;202307301440;963.9;4
LUZ;202307301450;963.9;4
LUZ;202307301500;963.9;4
LUZ;202307301510;964.0;4
LUZ;202307301520;964.1;4
LUZ;202307301530;964.1;4
LUZ;202307301540;964.2;4
LUZ;202307301550;964.2;4
LUZ;202307301600;964.3;4
LUZ;202307301610;964.4;4
LUZ;202307301620;964.4;4
LUZ;202307301630;964.5;4
LUZ;202307301640;964.5;4
LUZ;202307301650;964.6;4
LUZ;202307301700;964.6;4
LUZ;202307301710;964.8;4
LUZ;202307301720;964.8;4
LUZ;202307301730;964.9;4
LUZ;202307301740;965.0;4
LUZ;202307301750;965.1;4
LUZ;202307301800;965.2;4
LUZ;202307301810;965.3;4
LUZ;202307301820;965.3;4
LUZ;202307301830;965.4;4
LUZ;202307301840;965.5;4
LUZ;202307301850;965.7;4
LUZ;202307301900;965.7;4
LUZ;202307301910;965.8;4
LUZ;202307301920;965.9;4
LUZ;202307301930;966.0;4
LUZ;202307301940;966.0;4
LUZ;202307301950;966.1;4
LUZ;202307302000;966.1;4
LUZ;202307302010;966.1;4
LUZ;202307302020;966.2;4
LUZ;202307302030;966.2;4
LUZ;202307302040;966.3;4
LUZ;202307302050;966.4;4
LUZ;202307302100;966.4;4
LUZ;202307302110;966.5;4
LUZ;202307302120;966.5;4
LUZ;202307302130;966.5;4
LUZ;202307302140;966.6;4
LUZ;202307302150;966.5;4
LUZ;202307302200;966.5;4
LUZ;202307302210;966.5;4
LUZ;202307302220;966.5;4
LUZ;202307302230;966.5;4
LUZ;202307302240;966.6;4
LUZ;202307302250;966.7;4
LUZ;202307302300;966.7;4
LUZ;202307302310;966.7;4
LUZ;202307302320;966.7;4
LUZ;202307302330;966.7;4
LUZ;202307302340;966.6;4
LUZ;202307302350;966.4;4
LUZ;202307310000;966.3;4
LUZ;202307310010;966.2;4
LUZ;202307310020;966.0;4
LUZ;202307310030;966.0;4
LUZ;202307310040;966.1;4
LUZ;202307310050;966.0;4
LUZ;202307310100;966.0;4
LUZ;202307310110;966.1;4
LUZ;202307310120;966.0;4
LUZ;202307310130;965.9;4
LUZ;202307310140;965.8;4
LUZ;202307310150;965.8;4
LUZ;202307310200;965.7;4
LUZ;202307310210;965.6;4
LUZ;202307310220;965.4;4
LUZ;202307310230;965.4;4
LUZ;202307310240;965.4;4
LUZ;202307310250;965.4;4
LUZ;202307310300;965.5;4
LUZ;202307310310;965.4;4
LUZ;202307310320;965.4;4
LUZ;202307310330;965.4;4
LUZ;202307310340;965.5;4
LUZ;202307310350;965.6;4
LUZ;202307310400;965.7;4
LUZ;202307310410;965.7;4
LUZ;202307310420;965.8;4
LUZ;202307310430;965.8;4
LUZ;202307310440;965.9;4
LUZ;202307310450;965.8;4
LUZ;202307310500;965.8;4
LUZ;202307310510;965.8;4
LUZ;202307310520;965.8;4
LUZ;202307310530;965.9;4
LUZ;202307310540;965.9;4
LUZ;202307310550;966.0;4
LUZ;202307310600;965.9;4
LUZ;202307310610;965.8;4
LUZ;202307310620;965.8;4
LUZ;202307310630;965.9;4
LUZ;202307310640;965.7;4
LUZ;202307310650;965.4;4
LUZ;202307310700;965.4;4
LUZ;202307310710;965.5;4
LUZ;202307310720;965.2;4
LUZ;202307310730;965.2;4
LUZ;202307310740;965.2;4
LUZ;202307310750;965.0;4
LUZ;202307310800;965.0;4
LUZ;202307310810;965.1;4
LUZ;202307310820;965.2;4
LUZ;202307310830;965.2;4
LUZ;202307310840;965.1;4
LUZ;202307310850;965.1;4
LUZ;202307310900;964.9;4
LUZ;202307310910;964.8;4
LUZ;202307310920;964.7;4
LUZ;202307310930;964.7;4
LUZ;202307310940;964.6;4
LUZ;202307310950;964.5;4
LUZ;202307311000;964.4;4
LUZ;202307311010;964.2;4
LUZ;202307311020;964.1;4
LUZ;202307311030;964.0;4
LUZ;202307311040;963.8;4
LUZ;202307311050;963.6;4
LUZ;202307311100;963.6;4
LUZ;202307311110;963.4;4
LUZ;202307311120;963.2;4
LUZ;202307311130;963.1;4
LUZ;202307311140;963.0;4
LUZ;202307311150;962.9;4
LUZ;202307311200;962.8;4
LUZ;202307311210;962.7;4
LUZ;202307311220;962.6;4
LUZ;202307311230;962.5;4
LUZ;202307311240;962.4;4
LUZ;202307311250;962.3;4
LUZ;202307311300;962.1;4
LUZ;202307311310;961.9;4
LUZ;202307311320;961.8;4
LUZ;202307311330;961.8;4
LUZ;202307311340;961.7;4
LUZ;202307311350;961.6;4
LUZ;202307311400;961.5;4
LUZ;202307311410;961.5;4
LUZ;202307311420;961.4;4
LUZ;202307311430;961.4;4
LUZ;202307311440;961.3;4
LUZ;202307311450;961.2;4
LUZ;202307311500;961.1;4
LUZ;202307311510;961.1;4
LUZ;202307311520;961.0;4
LUZ;202307311530;960.8;4
LUZ;202307311540;960.7;4
LUZ;202307311550;960.6;4
LUZ;202307311600;960.6;4
LUZ;202307311610;960.5;4
LUZ;202307311620;960.4;4
LUZ;202307311630;960.4;4
LUZ;202307311640;960.3;4
LUZ;202307311650;960.3;4
LUZ;202307311700;960.3;4
LUZ;202307311710;960.2;4
LUZ;202307311720;960.1;4
LUZ;202307311730;960.0;4
LUZ;202307311740;960.0;4
LUZ;202307311750;959.8;4
LUZ;202307311800;959.6;4
LUZ;202307311810;959.6;4
LUZ;202307311820;959.6;4
LUZ;202307311830;959.7;4
LUZ;202307311840;959.8;4
LUZ;202307311850;959.8;4
LUZ;202307311900;959.8;4
LUZ;202307311910;959.7;4
LUZ;202307311920;959.8;4
LUZ;202307311930;959.9;4
LUZ;202307311940;960.0;4
LUZ;202307311950;960.0;4
LUZ;202307312000;959.9;4
LUZ;202307312010;959.9;4
LUZ;202307312020;959.7;4
LUZ;202307312030;959.7;4
LUZ;202307312040;959.6;4
LUZ;202307312050;959.5;4
LUZ;202307312100;959.4;4
