 

stn;time;fu3010z0;qfu3010z0
LUZ;202302070900;6.1;0
LUZ;202302070910;5.4;0
LUZ;202302070920;4.0;0
LUZ;202302070930;5.0;0
LUZ;202302070940;5.4;0
LUZ;202302070950;4.3;0
LUZ;202302071000;3.6;0
LUZ;202302071010;2.5;0
LUZ;202302071020;4.3;0
LUZ;202302071030;4.3;0
LUZ;202302071040;5.0;0
LUZ;202302071050;4.0;0
LUZ;202302071100;6.1;0
LUZ;202302071110;5.8;0
LUZ;202302071120;8.3;0
LUZ;202302071130;10.4;0
LUZ;202302071140;8.3;0
LUZ;202302071150;7.2;0
LUZ;202302071200;5.0;0
LUZ;202302071210;6.8;0
LUZ;202302071220;3.6;0
LUZ;202302071230;4.0;0
LUZ;202302071240;4.3;0
LUZ;202302071250;6.8;0
LUZ;202302071300;4.0;0
LUZ;202302071310;4.0;0
LUZ;202302071320;7.6;0
LUZ;202302071330;5.8;0
LUZ;202302071340;6.5;0
LUZ;202302071350;4.3;0
LUZ;202302071400;4.3;0
LUZ;202302071410;5.0;0
LUZ;202302071420;3.2;0
LUZ;202302071430;2.9;0
LUZ;202302071440;2.5;0
LUZ;202302071450;4.7;0
LUZ;202302071500;2.5;0
LUZ;202302071510;4.3;0
LUZ;202302071520;5.4;0
LUZ;202302071530;7.2;0
LUZ;202302071540;5.0;0
LUZ;202302071550;4.3;0
LUZ;202302071600;4.0;0
LUZ;202302071610;4.3;0
LUZ;202302071620;4.7;0
LUZ;202302071630;7.9;0
LUZ;202302071640;9.7;0
LUZ;202302071650;6.8;0
LUZ;202302071700;4.7;0
LUZ;202302071710;4.3;0
LUZ;202302071720;3.6;0
LUZ;202302071730;4.7;0
LUZ;202302071740;4.0;0
LUZ;202302071750;2.9;0
LUZ;202302071800;1.1;0
LUZ;202302071810;1.8;0
LUZ;202302071820;4.7;0
LUZ;202302071830;6.5;0
LUZ;202302071840;5.4;0
LUZ;202302071850;5.0;0
LUZ;202302071900;4.0;0
LUZ;202302071910;3.6;0
LUZ;202302071920;5.0;0
LUZ;202302071930;6.1;0
LUZ;202302071940;6.1;0
LUZ;202302071950;7.2;0
LUZ;202302072000;7.6;0
LUZ;202302072010;5.4;0
LUZ;202302072020;4.0;0
LUZ;202302072030;3.2;0
LUZ;202302072040;2.5;0
LUZ;202302072050;3.2;0
LUZ;202302072100;5.4;0
LUZ;202302072110;5.8;0
LUZ;202302072120;5.0;0
LUZ;202302072130;4.7;0
LUZ;202302072140;4.3;0
LUZ;202302072150;5.8;0
LUZ;202302072200;7.2;0
LUZ;202302072210;5.0;0
LUZ;202302072220;7.6;0
LUZ;202302072230;7.6;0
LUZ;202302072240;7.6;0
LUZ;202302072250;10.1;0
LUZ;202302072300;8.6;0
LUZ;202302072310;7.9;0
LUZ;202302072320;6.5;0
LUZ;202302072330;5.0;0
LUZ;202302072340;6.5;0
LUZ;202302072350;5.8;0
LUZ;202302080000;8.6;0
LUZ;202302080010;6.1;0
LUZ;202302080020;9.0;0
LUZ;202302080030;7.9;0
LUZ;202302080040;7.9;0
LUZ;202302080050;5.0;0
LUZ;202302080100;3.6;0
LUZ;202302080110;4.3;0
LUZ;202302080120;3.2;0
LUZ;202302080130;2.5;0
LUZ;202302080140;2.9;0
LUZ;202302080150;6.5;0
LUZ;202302080200;4.7;0
LUZ;202302080210;4.3;0
LUZ;202302080220;7.6;0
LUZ;202302080230;5.8;0
LUZ;202302080240;7.2;0
LUZ;202302080250;6.5;0
LUZ;202302080300;3.6;0
LUZ;202302080310;3.6;0
LUZ;202302080320;5.0;0
LUZ;202302080330;6.1;0
LUZ;202302080340;4.3;0
LUZ;202302080350;6.5;0
LUZ;202302080400;5.0;0
LUZ;202302080410;6.5;0
LUZ;202302080420;8.6;0
LUZ;202302080430;7.9;0
LUZ;202302080440;6.5;0
LUZ;202302080450;8.3;0
LUZ;202302080500;6.1;0
LUZ;202302080510;5.4;0
LUZ;202302080520;6.1;0
LUZ;202302080530;4.7;0
LUZ;202302080540;4.3;0
LUZ;202302080550;3.6;0
LUZ;202302080600;5.0;0
LUZ;202302080610;7.6;0
LUZ;202302080620;7.9;0
LUZ;202302080630;7.9;0
LUZ;202302080640;7.2;0
LUZ;202302080650;6.8;0
LUZ;202302080700;5.0;0
LUZ;202302080710;5.8;0
LUZ;202302080720;6.5;0
LUZ;202302080730;6.5;0
LUZ;202302080740;7.6;0
LUZ;202302080750;7.2;0
LUZ;202302080800;7.6;0
LUZ;202302080810;9.7;0
LUZ;202302080820;9.7;0
LUZ;202302080830;7.9;0
LUZ;202302080840;11.9;0
LUZ;202302080850;9.7;0
LUZ;202302080900;8.6;0
LUZ;202302080910;5.8;0
LUZ;202302080920;5.4;0
LUZ;202302080930;6.5;0
LUZ;202302080940;6.5;0
LUZ;202302080950;5.0;0
LUZ;202302081000;6.1;0
LUZ;202302081010;4.7;0
LUZ;202302081020;7.2;0
LUZ;202302081030;5.4;0
LUZ;202302081040;6.5;0
LUZ;202302081050;6.1;0
LUZ;202302081100;6.8;0
LUZ;202302081110;6.1;0
LUZ;202302081120;5.8;0
LUZ;202302081130;6.5;0
LUZ;202302081140;5.0;0
LUZ;202302081150;5.8;0
LUZ;202302081200;4.3;0
LUZ;202302081210;5.0;0
LUZ;202302081220;6.1;0
LUZ;202302081230;3.2;0
LUZ;202302081240;3.6;0
LUZ;202302081250;3.2;0
LUZ;202302081300;2.2;0
LUZ;202302081310;1.8;0
LUZ;202302081320;2.9;0
LUZ;202302081330;2.9;0
LUZ;202302081340;3.6;0
LUZ;202302081350;4.7;0
LUZ;202302081400;5.4;0
LUZ;202302081410;3.6;0
LUZ;202302081420;3.2;0
LUZ;202302081430;5.8;0
LUZ;202302081440;6.5;0
LUZ;202302081450;5.0;0
LUZ;202302081500;5.4;0
LUZ;202302081510;3.2;0
LUZ;202302081520;1.4;0
LUZ;202302081530;2.2;0
LUZ;202302081540;3.2;0
LUZ;202302081550;3.6;0
LUZ;202302081600;4.3;0
LUZ;202302081610;1.8;0
LUZ;202302081620;3.2;0
LUZ;202302081630;8.6;0
LUZ;202302081640;5.0;0
LUZ;202302081650;3.6;0
LUZ;202302081700;2.5;0
LUZ;202302081710;0.7;0
LUZ;202302081720;3.6;0
LUZ;202302081730;7.2;0
LUZ;202302081740;7.6;0
LUZ;202302081750;5.8;0
LUZ;202302081800;4.7;0
LUZ;202302081810;4.3;0
LUZ;202302081820;5.8;0
LUZ;202302081830;7.2;0
LUZ;202302081840;6.5;0
LUZ;202302081850;6.1;0
LUZ;202302081900;3.6;0
LUZ;202302081910;7.9;0
LUZ;202302081920;10.4;0
LUZ;202302081930;8.6;0
LUZ;202302081940;10.8;0
LUZ;202302081950;7.9;0
LUZ;202302082000;5.0;0
LUZ;202302082010;7.6;0
LUZ;202302082020;9.0;0
LUZ;202302082030;9.0;0
LUZ;202302082040;7.2;0
LUZ;202302082050;6.1;0
LUZ;202302082100;4.0;0
LUZ;202302082110;1.8;0
LUZ;202302082120;3.6;0
LUZ;202302082130;3.6;0
LUZ;202302082140;2.2;0
LUZ;202302082150;3.6;0
LUZ;202302082200;4.0;0
LUZ;202302082210;3.2;0
LUZ;202302082220;2.9;0
LUZ;202302082230;4.0;0
LUZ;202302082240;3.6;0
LUZ;202302082250;4.0;0
LUZ;202302082300;4.7;0
LUZ;202302082310;4.0;0
LUZ;202302082320;2.2;0
LUZ;202302082330;1.8;0
LUZ;202302082340;2.5;0
LUZ;202302082350;4.3;0
LUZ;202302090000;7.6;0
LUZ;202302090010;3.2;0
LUZ;202302090020;2.5;0
LUZ;202302090030;0.7;0
LUZ;202302090040;0.7;0
LUZ;202302090050;2.5;0
LUZ;202302090100;2.5;0
LUZ;202302090110;2.5;0
LUZ;202302090120;1.1;0
LUZ;202302090130;1.8;0
LUZ;202302090140;2.2;0
LUZ;202302090150;0.7;0
LUZ;202302090200;1.4;0
LUZ;202302090210;2.5;0
LUZ;202302090220;0.7;0
LUZ;202302090230;2.2;0
LUZ;202302090240;0.7;0
LUZ;202302090250;0.0;0
LUZ;202302090300;0.7;0
LUZ;202302090310;2.2;0
LUZ;202302090320;0.4;0
LUZ;202302090330;0.7;0
LUZ;202302090340;1.1;0
LUZ;202302090350;2.5;0
LUZ;202302090400;1.1;0
LUZ;202302090410;0.4;0
LUZ;202302090420;1.1;0
LUZ;202302090430;1.4;0
LUZ;202302090440;2.9;0
LUZ;202302090450;3.2;0
LUZ;202302090500;2.9;0
LUZ;202302090510;2.2;0
LUZ;202302090520;1.8;0
LUZ;202302090530;2.5;0
LUZ;202302090540;2.9;0
LUZ;202302090550;3.2;0
LUZ;202302090600;1.4;0
LUZ;202302090610;0.4;0
LUZ;202302090620;0.7;0
LUZ;202302090630;0.7;0
LUZ;202302090640;2.2;0
LUZ;202302090650;1.8;0
LUZ;202302090700;2.9;0
LUZ;202302090710;3.2;0
LUZ;202302090720;3.2;0
LUZ;202302090730;1.4;0
LUZ;202302090740;2.2;0
LUZ;202302090750;2.5;0
LUZ;202302090800;4.0;0
LUZ;202302090810;4.0;0
LUZ;202302090820;2.2;0
LUZ;202302090830;1.1;0
LUZ;202302090840;1.4;0
LUZ;202302090850;1.4;0
LUZ;202302090900;2.2;0
LUZ;202302090910;2.9;0
LUZ;202302090920;3.6;0
LUZ;202302090930;3.6;0
LUZ;202302090940;4.0;0
LUZ;202302090950;3.6;0
LUZ;202302091000;3.6;0
LUZ;202302091010;3.6;0
LUZ;202302091020;3.6;0
LUZ;202302091030;4.0;0
LUZ;202302091040;4.3;0
LUZ;202302091050;4.0;0
LUZ;202302091100;2.9;0
LUZ;202302091110;4.3;0
LUZ;202302091120;5.4;0
LUZ;202302091130;3.2;0
LUZ;202302091140;5.4;0
LUZ;202302091150;3.6;0
LUZ;202302091200;5.8;0
LUZ;202302091210;5.0;0
LUZ;202302091220;2.9;0
LUZ;202302091230;4.0;0
LUZ;202302091240;5.0;0
LUZ;202302091250;4.0;0
LUZ;202302091300;7.2;0
LUZ;202302091310;2.9;0
LUZ;202302091320;8.3;0
LUZ;202302091330;8.6;0
LUZ;202302091340;7.2;0
LUZ;202302091350;6.5;0
LUZ;202302091400;6.1;0
LUZ;202302091410;5.8;0
LUZ;202302091420;6.5;0
LUZ;202302091430;9.4;0
LUZ;202302091440;9.7;0
LUZ;202302091450;6.8;0
LUZ;202302091500;4.0;0
LUZ;202302091510;2.9;0
LUZ;202302091520;3.6;0
LUZ;202302091530;4.0;0
LUZ;202302091540;5.0;0
LUZ;202302091550;3.6;0
LUZ;202302091600;4.0;0
LUZ;202302091610;5.0;0
LUZ;202302091620;6.5;0
LUZ;202302091630;7.9;0
LUZ;202302091640;9.0;0
LUZ;202302091650;6.8;0
LUZ;202302091700;5.8;0
LUZ;202302091710;4.3;0
LUZ;202302091720;4.3;0
LUZ;202302091730;6.5;0
LUZ;202302091740;6.1;0
LUZ;202302091750;7.6;0
LUZ;202302091800;7.6;0
LUZ;202302091810;5.0;0
LUZ;202302091820;6.5;0
LUZ;202302091830;6.1;0
LUZ;202302091840;3.6;0
LUZ;202302091850;5.4;0
LUZ;202302091900;6.8;0
LUZ;202302091910;3.2;0
LUZ;202302091920;2.9;0
LUZ;202302091930;3.2;0
LUZ;202302091940;4.3;0
LUZ;202302091950;6.5;0
LUZ;202302092000;7.2;0
LUZ;202302092010;4.3;0
LUZ;202302092020;5.0;0
LUZ;202302092030;2.9;0
LUZ;202302092040;3.6;0
LUZ;202302092050;3.6;0
LUZ;202302092100;1.4;0
LUZ;202302092110;2.9;0
LUZ;202302092120;0.7;0
LUZ;202302092130;1.4;0
LUZ;202302092140;3.2;0
LUZ;202302092150;3.6;0
LUZ;202302092200;4.3;0
LUZ;202302092210;2.2;0
LUZ;202302092220;2.2;0
LUZ;202302092230;4.0;0
LUZ;202302092240;3.2;0
LUZ;202302092250;3.6;0
LUZ;202302092300;2.9;0
LUZ;202302092310;2.9;0
LUZ;202302092320;2.9;0
LUZ;202302092330;2.5;0
LUZ;202302092340;3.6;0
LUZ;202302092350;4.7;0
LUZ;202302100000;4.3;0
LUZ;202302100010;1.4;0
LUZ;202302100020;2.2;0
LUZ;202302100030;2.9;0
LUZ;202302100040;4.0;0
LUZ;202302100050;2.9;0
LUZ;202302100100;2.9;0
LUZ;202302100110;1.4;0
LUZ;202302100120;2.2;0
LUZ;202302100130;2.5;0
LUZ;202302100140;1.8;0
LUZ;202302100150;2.2;0
LUZ;202302100200;2.2;0
LUZ;202302100210;0.7;0
LUZ;202302100220;1.8;0
LUZ;202302100230;1.1;0
LUZ;202302100240;2.5;0
LUZ;202302100250;2.2;0
LUZ;202302100300;2.2;0
LUZ;202302100310;2.5;0
LUZ;202302100320;3.6;0
LUZ;202302100330;2.2;0
LUZ;202302100340;3.6;0
LUZ;202302100350;3.6;0
LUZ;202302100400;2.5;0
LUZ;202302100410;0.7;0
LUZ;202302100420;0.4;0
LUZ;202302100430;0.0;0
LUZ;202302100440;1.1;0
LUZ;202302100450;1.4;0
LUZ;202302100500;0.7;0
LUZ;202302100510;0.4;0
LUZ;202302100520;1.4;0
LUZ;202302100530;1.4;0
LUZ;202302100540;1.8;0
LUZ;202302100550;2.5;0
LUZ;202302100600;1.1;0
LUZ;202302100610;1.4;0
LUZ;202302100620;1.4;0
LUZ;202302100630;3.6;0
LUZ;202302100640;3.2;0
LUZ;202302100650;2.2;0
LUZ;202302100700;1.1;0
LUZ;202302100710;1.1;0
LUZ;202302100720;0.7;0
LUZ;202302100730;0.4;0
LUZ;202302100740;0.0;0
LUZ;202302100750;1.1;0
LUZ;202302100800;1.4;0
LUZ;202302100810;2.2;0
LUZ;202302100820;1.8;0
LUZ;202302100830;1.8;0
LUZ;202302100840;1.8;0
LUZ;202302100850;1.8;0
LUZ;202302100900;1.8;0
LUZ;202302100910;5.0;0
LUZ;202302100920;4.0;0
LUZ;202302100930;4.3;0
LUZ;202302100940;2.9;0
LUZ;202302100950;1.8;0
LUZ;202302101000;2.2;0
LUZ;202302101010;0.7;0
LUZ;202302101020;2.5;0
LUZ;202302101030;2.2;0
LUZ;202302101040;3.2;0
LUZ;202302101050;4.3;0
LUZ;202302101100;3.2;0
LUZ;202302101110;1.8;0
LUZ;202302101120;4.7;0
LUZ;202302101130;5.0;0
LUZ;202302101140;3.2;0
LUZ;202302101150;5.0;0
LUZ;202302101200;4.0;0
LUZ;202302101210;4.0;0
LUZ;202302101220;4.7;0
LUZ;202302101230;5.4;0
LUZ;202302101240;6.8;0
LUZ;202302101250;6.1;0
LUZ;202302101300;6.5;0
LUZ;202302101310;8.3;0
LUZ;202302101320;6.1;0
LUZ;202302101330;6.1;0
LUZ;202302101340;7.2;0
LUZ;202302101350;5.4;0
LUZ;202302101400;4.3;0
LUZ;202302101410;5.0;0
LUZ;202302101420;5.0;0
LUZ;202302101430;5.8;0
LUZ;202302101440;4.7;0
LUZ;202302101450;5.0;0
LUZ;202302101500;4.3;0
LUZ;202302101510;5.8;0
LUZ;202302101520;3.6;0
LUZ;202302101530;2.2;0
LUZ;202302101540;9.4;0
LUZ;202302101550;10.8;0
LUZ;202302101600;8.3;0
LUZ;202302101610;4.7;0
LUZ;202302101620;4.0;0
LUZ;202302101630;5.8;0
LUZ;202302101640;6.5;0
LUZ;202302101650;7.6;0
LUZ;202302101700;9.4;0
LUZ;202302101710;11.9;0
LUZ;202302101720;9.4;0
LUZ;202302101730;8.3;0
LUZ;202302101740;9.4;0
LUZ;202302101750;6.8;0
LUZ;202302101800;6.5;0
LUZ;202302101810;6.1;0
LUZ;202302101820;8.3;0
LUZ;202302101830;7.9;0
LUZ;202302101840;5.8;0
LUZ;202302101850;6.1;0
LUZ;202302101900;7.9;0
LUZ;202302101910;6.8;0
LUZ;202302101920;6.8;0
LUZ;202302101930;5.8;0
LUZ;202302101940;6.1;0
LUZ;202302101950;4.0;0
LUZ;202302102000;3.6;0
LUZ;202302102010;5.0;0
LUZ;202302102020;4.3;0
LUZ;202302102030;6.5;0
LUZ;202302102040;3.2;0
LUZ;202302102050;4.0;0
LUZ;202302102100;3.2;0
LUZ;202302102110;5.4;0
LUZ;202302102120;7.2;0
LUZ;202302102130;5.4;0
LUZ;202302102140;4.3;0
LUZ;202302102150;3.6;0
LUZ;202302102200;3.6;0
LUZ;202302102210;2.9;0
LUZ;202302102220;0.7;0
LUZ;202302102230;2.2;0
LUZ;202302102240;2.9;0
LUZ;202302102250;2.2;0
LUZ;202302102300;2.9;0
LUZ;202302102310;3.2;0
LUZ;202302102320;2.5;0
LUZ;202302102330;3.6;0
LUZ;202302102340;4.0;0
LUZ;202302102350;6.8;0
LUZ;202302110000;5.4;0
LUZ;202302110010;1.8;0
LUZ;202302110020;3.6;0
LUZ;202302110030;2.9;0
LUZ;202302110040;1.1;0
LUZ;202302110050;1.4;0
LUZ;202302110100;3.2;0
LUZ;202302110110;5.8;0
LUZ;202302110120;2.5;0
LUZ;202302110130;2.9;0
LUZ;202302110140;3.6;0
LUZ;202302110150;4.3;0
LUZ;202302110200;3.6;0
LUZ;202302110210;2.2;0
LUZ;202302110220;2.5;0
LUZ;202302110230;1.8;0
LUZ;202302110240;2.2;0
LUZ;202302110250;1.1;0
LUZ;202302110300;2.2;0
LUZ;202302110310;4.3;0
LUZ;202302110320;2.5;0
LUZ;202302110330;2.5;0
LUZ;202302110340;3.6;0
LUZ;202302110350;5.4;0
LUZ;202302110400;6.1;0
LUZ;202302110410;2.9;0
LUZ;202302110420;2.9;0
LUZ;202302110430;1.4;0
LUZ;202302110440;1.8;0
LUZ;202302110450;0.7;0
LUZ;202302110500;1.4;0
LUZ;202302110510;3.2;0
LUZ;202302110520;2.9;0
LUZ;202302110530;1.8;0
LUZ;202302110540;1.4;0
LUZ;202302110550;1.4;0
LUZ;202302110600;1.1;0
LUZ;202302110610;0.4;0
LUZ;202302110620;1.4;0
LUZ;202302110630;4.7;0
LUZ;202302110640;1.8;0
LUZ;202302110650;0.4;0
LUZ;202302110700;1.4;0
LUZ;202302110710;1.4;0
LUZ;202302110720;1.8;0
LUZ;202302110730;4.0;0
LUZ;202302110740;2.9;0
LUZ;202302110750;1.8;0
LUZ;202302110800;5.0;0
LUZ;202302110810;2.2;0
LUZ;202302110820;1.1;0
LUZ;202302110830;1.1;0
LUZ;202302110840;2.2;0
LUZ;202302110850;1.4;0
LUZ;202302110900;4.7;0
LUZ;202302110910;6.8;0
LUZ;202302110920;8.3;0
LUZ;202302110930;6.5;0
LUZ;202302110940;4.3;0
LUZ;202302110950;3.2;0
LUZ;202302111000;7.6;0
LUZ;202302111010;3.6;0
LUZ;202302111020;5.8;0
LUZ;202302111030;4.0;0
LUZ;202302111040;4.0;0
LUZ;202302111050;4.0;0
LUZ;202302111100;9.4;0
LUZ;202302111110;9.4;0
LUZ;202302111120;6.5;0
LUZ;202302111130;6.1;0
LUZ;202302111140;5.4;0
LUZ;202302111150;7.2;0
LUZ;202302111200;5.4;0
LUZ;202302111210;7.9;0
LUZ;202302111220;7.6;0
LUZ;202302111230;8.3;0
LUZ;202302111240;5.4;0
LUZ;202302111250;6.1;0
LUZ;202302111300;7.2;0
LUZ;202302111310;4.7;0
LUZ;202302111320;6.5;0
LUZ;202302111330;7.6;0
LUZ;202302111340;9.4;0
LUZ;202302111350;11.2;0
LUZ;202302111400;8.3;0
LUZ;202302111410;6.1;0
LUZ;202302111420;5.8;0
LUZ;202302111430;6.1;0
LUZ;202302111440;6.5;0
LUZ;202302111450;5.8;0
LUZ;202302111500;4.3;0
LUZ;202302111510;2.9;0
LUZ;202302111520;2.5;0
LUZ;202302111530;1.8;0
LUZ;202302111540;2.2;0
LUZ;202302111550;2.9;0
LUZ;202302111600;2.2;0
LUZ;202302111610;2.9;0
LUZ;202302111620;2.5;0
LUZ;202302111630;2.5;0
LUZ;202302111640;4.3;0
LUZ;202302111650;5.0;0
LUZ;202302111700;4.7;0
LUZ;202302111710;3.2;0
LUZ;202302111720;4.3;0
LUZ;202302111730;2.5;0
LUZ;202302111740;3.6;0
LUZ;202302111750;4.0;0
LUZ;202302111800;4.3;0
LUZ;202302111810;3.2;0
LUZ;202302111820;2.5;0
LUZ;202302111830;4.0;0
LUZ;202302111840;5.8;0
LUZ;202302111850;4.3;0
LUZ;202302111900;4.0;0
LUZ;202302111910;5.0;0
LUZ;202302111920;7.6;0
LUZ;202302111930;11.2;0
LUZ;202302111940;10.1;0
LUZ;202302111950;7.2;0
LUZ;202302112000;9.4;0
LUZ;202302112010;8.6;0
LUZ;202302112020;10.4;0
LUZ;202302112030;4.3;0
LUZ;202302112040;4.0;0
LUZ;202302112050;3.2;0
LUZ;202302112100;2.5;0
LUZ;202302112110;1.8;0
LUZ;202302112120;1.8;0
LUZ;202302112130;4.7;0
LUZ;202302112140;5.0;0
LUZ;202302112150;3.6;0
LUZ;202302112200;2.5;0
LUZ;202302112210;4.0;0
LUZ;202302112220;3.2;0
LUZ;202302112230;4.0;0
LUZ;202302112240;3.2;0
LUZ;202302112250;1.8;0
LUZ;202302112300;2.5;0
LUZ;202302112310;2.5;0
LUZ;202302112320;2.5;0
LUZ;202302112330;2.9;0
LUZ;202302112340;1.4;0
LUZ;202302112350;0.0;0
LUZ;202302120000;0.4;0
LUZ;202302120010;0.4;0
LUZ;202302120020;1.1;0
LUZ;202302120030;1.4;0
LUZ;202302120040;2.2;0
LUZ;202302120050;1.1;0
LUZ;202302120100;1.1;0
LUZ;202302120110;1.4;0
LUZ;202302120120;2.5;0
LUZ;202302120130;2.9;0
LUZ;202302120140;1.8;0
LUZ;202302120150;1.8;0
LUZ;202302120200;2.5;0
LUZ;202302120210;1.8;0
LUZ;202302120220;1.8;0
LUZ;202302120230;4.0;0
LUZ;202302120240;4.3;0
LUZ;202302120250;2.2;0
LUZ;202302120300;1.4;0
LUZ;202302120310;2.2;0
LUZ;202302120320;2.5;0
LUZ;202302120330;2.2;0
LUZ;202302120340;3.2;0
LUZ;202302120350;4.3;0
LUZ;202302120400;3.6;0
LUZ;202302120410;1.8;0
LUZ;202302120420;2.2;0
LUZ;202302120430;3.2;0
LUZ;202302120440;1.1;0
LUZ;202302120450;2.5;0
LUZ;202302120500;3.2;0
LUZ;202302120510;2.5;0
LUZ;202302120520;2.5;0
LUZ;202302120530;1.8;0
LUZ;202302120540;1.4;0
LUZ;202302120550;2.2;0
LUZ;202302120600;0.4;0
LUZ;202302120610;1.4;0
LUZ;202302120620;1.4;0
LUZ;202302120630;1.8;0
LUZ;202302120640;1.1;0
LUZ;202302120650;0.7;0
LUZ;202302120700;2.2;0
LUZ;202302120710;2.5;0
LUZ;202302120720;0.7;0
LUZ;202302120730;1.1;0
LUZ;202302120740;4.0;0
LUZ;202302120750;3.2;0
LUZ;202302120800;2.2;0
LUZ;202302120810;3.6;0
LUZ;202302120820;4.7;0
LUZ;202302120830;5.0;0
LUZ;202302120840;5.8;0
LUZ;202302120850;6.5;0
LUZ;202302120900;7.2;0
LUZ;202302120910;7.6;0
LUZ;202302120920;6.8;0
LUZ;202302120930;5.8;0
LUZ;202302120940;5.4;0
LUZ;202302120950;6.5;0
LUZ;202302121000;5.0;0
LUZ;202302121010;6.8;0
LUZ;202302121020;6.8;0
LUZ;202302121030;7.6;0
LUZ;202302121040;8.6;0
LUZ;202302121050;11.2;0
LUZ;202302121100;9.4;0
LUZ;202302121110;7.9;0
LUZ;202302121120;6.1;0
LUZ;202302121130;9.0;0
LUZ;202302121140;7.6;0
LUZ;202302121150;6.1;0
LUZ;202302121200;6.8;0
LUZ;202302121210;8.6;0
LUZ;202302121220;9.7;0
LUZ;202302121230;8.3;0
LUZ;202302121240;5.4;0
LUZ;202302121250;5.4;0
LUZ;202302121300;5.0;0
LUZ;202302121310;3.2;0
LUZ;202302121320;2.2;0
LUZ;202302121330;4.3;0
LUZ;202302121340;2.5;0
LUZ;202302121350;2.2;0
LUZ;202302121400;5.4;0
LUZ;202302121410;2.9;0
LUZ;202302121420;2.2;0
LUZ;202302121430;1.8;0
LUZ;202302121440;4.3;0
LUZ;202302121450;5.4;0
LUZ;202302121500;5.4;0
LUZ;202302121510;5.8;0
LUZ;202302121520;3.6;0
LUZ;202302121530;4.0;0
LUZ;202302121540;7.6;0
LUZ;202302121550;5.4;0
LUZ;202302121600;5.4;0
LUZ;202302121610;4.0;0
LUZ;202302121620;3.2;0
LUZ;202302121630;3.6;0
LUZ;202302121640;4.0;0
LUZ;202302121650;4.3;0
LUZ;202302121700;2.9;0
LUZ;202302121710;2.9;0
LUZ;202302121720;4.0;0
LUZ;202302121730;4.0;0
LUZ;202302121740;4.7;0
LUZ;202302121750;4.0;0
LUZ;202302121800;6.1;0
LUZ;202302121810;7.9;0
LUZ;202302121820;5.0;0
LUZ;202302121830;5.4;0
LUZ;202302121840;5.0;0
LUZ;202302121850;3.6;0
LUZ;202302121900;6.5;0
LUZ;202302121910;2.5;0
LUZ;202302121920;2.2;0
LUZ;202302121930;4.3;0
LUZ;202302121940;2.2;0
LUZ;202302121950;3.6;0
LUZ;202302122000;3.2;0
LUZ;202302122010;5.0;0
LUZ;202302122020;5.4;0
LUZ;202302122030;4.0;0
LUZ;202302122040;4.3;0
LUZ;202302122050;4.0;0
LUZ;202302122100;2.9;0
LUZ;202302122110;4.0;0
LUZ;202302122120;1.4;0
LUZ;202302122130;1.1;0
LUZ;202302122140;1.4;0
LUZ;202302122150;1.1;0
LUZ;202302122200;1.1;0
LUZ;202302122210;2.5;0
LUZ;202302122220;2.2;0
LUZ;202302122230;2.5;0
LUZ;202302122240;3.2;0
LUZ;202302122250;2.9;0
LUZ;202302122300;2.5;0
LUZ;202302122310;1.1;0
LUZ;202302122320;1.4;0
LUZ;202302122330;2.9;0
LUZ;202302122340;2.9;0
LUZ;202302122350;2.2;0
LUZ;202302130000;0.7;0
LUZ;202302130010;1.4;0
LUZ;202302130020;4.0;0
LUZ;202302130030;1.4;0
LUZ;202302130040;1.8;0
LUZ;202302130050;1.8;0
LUZ;202302130100;0.4;0
LUZ;202302130110;0.7;0
LUZ;202302130120;0.4;0
LUZ;202302130130;0.7;0
LUZ;202302130140;1.4;0
LUZ;202302130150;1.8;0
LUZ;202302130200;2.2;0
LUZ;202302130210;0.7;0
LUZ;202302130220;1.1;0
LUZ;202302130230;0.7;0
LUZ;202302130240;0.7;0
LUZ;202302130250;0.0;0
LUZ;202302130300;0.7;0
LUZ;202302130310;1.4;0
LUZ;202302130320;1.4;0
LUZ;202302130330;2.2;0
LUZ;202302130340;2.2;0
LUZ;202302130350;3.6;0
LUZ;202302130400;3.2;0
LUZ;202302130410;3.2;0
LUZ;202302130420;2.2;0
LUZ;202302130430;2.2;0
LUZ;202302130440;2.5;0
LUZ;202302130450;2.2;0
LUZ;202302130500;1.8;0
LUZ;202302130510;3.2;0
LUZ;202302130520;5.0;0
LUZ;202302130530;6.1;0
LUZ;202302130540;4.3;0
LUZ;202302130550;2.2;0
LUZ;202302130600;2.5;0
LUZ;202302130610;2.9;0
LUZ;202302130620;2.9;0
LUZ;202302130630;2.9;0
LUZ;202302130640;2.5;0
LUZ;202302130650;2.5;0
LUZ;202302130700;4.3;0
LUZ;202302130710;5.4;0
LUZ;202302130720;5.0;0
LUZ;202302130730;6.5;0
LUZ;202302130740;6.5;0
LUZ;202302130750;5.0;0
LUZ;202302130800;3.2;0
LUZ;202302130810;4.3;0
LUZ;202302130820;5.0;0
LUZ;202302130830;4.7;0
LUZ;202302130840;4.7;0
LUZ;202302130850;5.4;0
LUZ;202302130900;6.1;0
LUZ;202302130910;4.3;0
LUZ;202302130920;3.6;0
LUZ;202302130930;6.8;0
LUZ;202302130940;4.0;0
LUZ;202302130950;1.8;0
LUZ;202302131000;3.6;0
LUZ;202302131010;1.8;0
LUZ;202302131020;1.4;0
