 

stn;time;sre000z0;qsre000z0
LUZ;202302092140;0;4
LUZ;202302092150;0;4
LUZ;202302092200;0;4
LUZ;202302092210;0;4
LUZ;202302092220;0;4
LUZ;202302092230;0;4
LUZ;202302092240;0;4
LUZ;202302092250;0;4
LUZ;202302092300;0;4
LUZ;202302092310;0;4
LUZ;202302092320;0;4
LUZ;202302092330;0;4
LUZ;202302092340;0;4
LUZ;202302092350;0;4
LUZ;202302100000;0;4
LUZ;202302100010;0;4
LUZ;202302100020;0;4
LUZ;202302100030;0;4
LUZ;202302100040;0;4
LUZ;202302100050;0;4
LUZ;202302100100;0;4
LUZ;202302100110;0;4
LUZ;202302100120;0;4
LUZ;202302100130;0;4
LUZ;202302100140;0;4
LUZ;202302100150;0;4
LUZ;202302100200;0;4
LUZ;202302100210;0;4
LUZ;202302100220;0;4
LUZ;202302100230;0;4
LUZ;202302100240;0;4
LUZ;202302100250;0;4
LUZ;202302100300;0;4
LUZ;202302100310;0;4
LUZ;202302100320;0;4
LUZ;202302100330;0;4
LUZ;202302100340;0;4
LUZ;202302100350;0;4
LUZ;202302100400;0;4
LUZ;202302100410;0;4
LUZ;202302100420;0;4
LUZ;202302100430;0;4
LUZ;202302100440;0;4
LUZ;202302100450;0;4
LUZ;202302100500;0;4
LUZ;202302100510;0;4
LUZ;202302100520;0;4
LUZ;202302100530;0;4
LUZ;202302100540;0;4
LUZ;202302100550;0;4
LUZ;202302100600;0;4
LUZ;202302100610;0;4
LUZ;202302100620;0;4
LUZ;202302100630;0;4
LUZ;202302100640;0;4
LUZ;202302100650;0;4
LUZ;202302100700;0;4
LUZ;202302100710;0;4
LUZ;202302100720;8;4
LUZ;202302100730;10;4
LUZ;202302100740;10;4
LUZ;202302100750;10;4
LUZ;202302100800;10;4
LUZ;202302100810;10;4
LUZ;202302100820;10;4
LUZ;202302100830;9;4
LUZ;202302100840;10;4
LUZ;202302100850;10;4
LUZ;202302100900;10;4
LUZ;202302100910;10;4
LUZ;202302100920;10;4
LUZ;202302100930;10;4
LUZ;202302100940;10;4
LUZ;202302100950;10;4
LUZ;202302101000;10;4
LUZ;202302101010;10;4
LUZ;202302101020;10;4
LUZ;202302101030;10;4
LUZ;202302101040;10;4
LUZ;202302101050;10;4
LUZ;202302101100;10;4
LUZ;202302101110;10;4
LUZ;202302101120;10;4
LUZ;202302101130;10;4
LUZ;202302101140;10;4
LUZ;202302101150;10;4
LUZ;202302101200;10;4
LUZ;202302101210;10;4
LUZ;202302101220;10;4
LUZ;202302101230;10;4
LUZ;202302101240;10;4
LUZ;202302101250;10;4
LUZ;202302101300;10;4
LUZ;202302101310;10;4
LUZ;202302101320;10;4
LUZ;202302101330;10;4
LUZ;202302101340;10;4
LUZ;202302101350;10;4
LUZ;202302101400;10;4
LUZ;202302101410;10;4
LUZ;202302101420;10;4
LUZ;202302101430;10;4
LUZ;202302101440;10;4
LUZ;202302101450;10;4
LUZ;202302101500;10;4
LUZ;202302101510;10;4
LUZ;202302101520;10;4
LUZ;202302101530;10;4
LUZ;202302101540;10;4
LUZ;202302101550;10;4
LUZ;202302101600;4;4
LUZ;202302101610;0;4
LUZ;202302101620;0;4
LUZ;202302101630;0;4
LUZ;202302101640;0;4
LUZ;202302101650;0;4
LUZ;202302101700;0;4
LUZ;202302101710;0;4
LUZ;202302101720;0;4
LUZ;202302101730;0;4
LUZ;202302101740;0;4
LUZ;202302101750;0;4
LUZ;202302101800;0;4
LUZ;202302101810;0;4
LUZ;202302101820;0;4
LUZ;202302101830;0;4
LUZ;202302101840;0;4
LUZ;202302101850;0;4
LUZ;202302101900;0;4
LUZ;202302101910;0;4
LUZ;202302101920;0;4
LUZ;202302101930;0;4
LUZ;202302101940;0;4
LUZ;202302101950;0;4
LUZ;202302102000;0;4
LUZ;202302102010;0;4
LUZ;202302102020;0;4
LUZ;202302102030;0;4
LUZ;202302102040;0;4
LUZ;202302102050;0;4
LUZ;202302102100;0;4
LUZ;202302102110;0;4
LUZ;202302102120;0;4
LUZ;202302102130;0;4
LUZ;202302102140;0;4
LUZ;202302102150;0;4
LUZ;202302102200;0;4
LUZ;202302102210;0;4
LUZ;202302102220;0;4
LUZ;202302102230;0;4
LUZ;202302102240;0;4
LUZ;202302102250;0;4
LUZ;202302102300;0;4
LUZ;202302102310;0;4
LUZ;202302102320;0;4
LUZ;202302102330;0;4
LUZ;202302102340;0;4
LUZ;202302102350;0;4
LUZ;202302110000;0;4
LUZ;202302110010;0;4
LUZ;202302110020;0;4
LUZ;202302110030;0;4
LUZ;202302110040;0;4
LUZ;202302110050;0;4
LUZ;202302110100;0;4
LUZ;202302110110;0;4
LUZ;202302110120;0;4
LUZ;202302110130;0;4
LUZ;202302110140;0;4
LUZ;202302110150;0;4
LUZ;202302110200;0;4
LUZ;202302110210;0;4
LUZ;202302110220;0;4
LUZ;202302110230;0;4
LUZ;202302110240;0;4
LUZ;202302110250;0;4
LUZ;202302110300;0;4
LUZ;202302110310;0;4
LUZ;202302110320;0;4
LUZ;202302110330;0;4
LUZ;202302110340;0;4
LUZ;202302110350;0;4
LUZ;202302110400;0;4
LUZ;202302110410;0;4
LUZ;202302110420;0;4
LUZ;202302110430;0;4
LUZ;202302110440;0;4
LUZ;202302110450;0;4
LUZ;202302110500;0;4
LUZ;202302110510;0;4
LUZ;202302110520;0;4
LUZ;202302110530;0;4
LUZ;202302110540;0;4
LUZ;202302110550;0;4
LUZ;202302110600;0;4
LUZ;202302110610;0;4
LUZ;202302110620;0;4
LUZ;202302110630;0;4
LUZ;202302110640;0;4
LUZ;202302110650;0;4
LUZ;202302110700;0;4
LUZ;202302110710;0;4
LUZ;202302110720;4;4
LUZ;202302110730;10;4
LUZ;202302110740;10;4
LUZ;202302110750;10;4
LUZ;202302110800;10;4
LUZ;202302110810;10;4
LUZ;202302110820;10;4
LUZ;202302110830;10;4
LUZ;202302110840;10;4
LUZ;202302110850;10;4
LUZ;202302110900;10;4
LUZ;202302110910;10;4
LUZ;202302110920;10;4
LUZ;202302110930;10;4
LUZ;202302110940;10;4
LUZ;202302110950;10;4
LUZ;202302111000;4;4
LUZ;202302111010;1;4
LUZ;202302111020;8;4
LUZ;202302111030;10;4
LUZ;202302111040;10;4
LUZ;202302111050;10;4
LUZ;202302111100;10;4
LUZ;202302111110;10;4
LUZ;202302111120;2;4
LUZ;202302111130;7;4
LUZ;202302111140;9;4
LUZ;202302111150;10;4
LUZ;202302111200;10;4
LUZ;202302111210;10;4
LUZ;202302111220;4;4
LUZ;202302111230;0;4
LUZ;202302111240;7;4
LUZ;202302111250;6;4
LUZ;202302111300;10;4
LUZ;202302111310;10;4
LUZ;202302111320;10;4
LUZ;202302111330;10;4
LUZ;202302111340;10;4
LUZ;202302111350;10;4
LUZ;202302111400;0;4
LUZ;202302111410;0;4
LUZ;202302111420;0;4
LUZ;202302111430;1;4
LUZ;202302111440;1;4
LUZ;202302111450;0;4
LUZ;202302111500;3;4
LUZ;202302111510;3;4
LUZ;202302111520;0;4
LUZ;202302111530;2;4
LUZ;202302111540;2;4
LUZ;202302111550;7;4
LUZ;202302111600;2;4
LUZ;202302111610;0;4
LUZ;202302111620;0;4
LUZ;202302111630;0;4
LUZ;202302111640;0;4
LUZ;202302111650;0;4
LUZ;202302111700;0;4
LUZ;202302111710;0;4
LUZ;202302111720;0;4
LUZ;202302111730;0;4
LUZ;202302111740;0;4
LUZ;202302111750;0;4
LUZ;202302111800;0;4
LUZ;202302111810;0;4
LUZ;202302111820;0;4
LUZ;202302111830;0;4
LUZ;202302111840;0;4
LUZ;202302111850;0;4
LUZ;202302111900;0;4
LUZ;202302111910;0;4
LUZ;202302111920;0;4
LUZ;202302111930;0;4
LUZ;202302111940;0;4
LUZ;202302111950;0;4
LUZ;202302112000;0;4
LUZ;202302112010;0;4
LUZ;202302112020;0;4
LUZ;202302112030;0;4
LUZ;202302112040;0;4
LUZ;202302112050;0;4
LUZ;202302112100;0;4
LUZ;202302112110;0;4
LUZ;202302112120;0;4
LUZ;202302112130;0;4
LUZ;202302112140;0;4
LUZ;202302112150;0;4
LUZ;202302112200;0;4
LUZ;202302112210;0;4
LUZ;202302112220;0;4
LUZ;202302112230;0;4
LUZ;202302112240;0;4
LUZ;202302112250;0;4
LUZ;202302112300;0;4
LUZ;202302112310;0;4
LUZ;202302112320;0;4
LUZ;202302112330;0;4
LUZ;202302112340;0;4
LUZ;202302112350;0;4
LUZ;202302120000;0;4
LUZ;202302120010;0;4
LUZ;202302120020;0;4
LUZ;202302120030;0;4
LUZ;202302120040;0;4
LUZ;202302120050;0;4
LUZ;202302120100;0;4
LUZ;202302120110;0;4
LUZ;202302120120;0;4
LUZ;202302120130;0;4
LUZ;202302120140;0;4
LUZ;202302120150;0;4
LUZ;202302120200;0;4
LUZ;202302120210;0;4
LUZ;202302120220;0;4
LUZ;202302120230;0;4
LUZ;202302120240;0;4
LUZ;202302120250;0;4
LUZ;202302120300;0;4
LUZ;202302120310;0;4
LUZ;202302120320;0;4
LUZ;202302120330;0;4
LUZ;202302120340;0;4
LUZ;202302120350;0;4
LUZ;202302120400;0;4
LUZ;202302120410;0;4
LUZ;202302120420;0;4
LUZ;202302120430;0;4
LUZ;202302120440;0;4
LUZ;202302120450;0;4
LUZ;202302120500;0;4
LUZ;202302120510;0;4
LUZ;202302120520;0;4
LUZ;202302120530;0;4
LUZ;202302120540;0;4
LUZ;202302120550;0;4
LUZ;202302120600;0;4
LUZ;202302120610;0;4
LUZ;202302120620;0;4
LUZ;202302120630;0;4
LUZ;202302120640;0;4
LUZ;202302120650;0;4
LUZ;202302120700;0;4
LUZ;202302120710;1;4
LUZ;202302120720;10;4
LUZ;202302120730;10;4
LUZ;202302120740;10;4
LUZ;202302120750;10;4
LUZ;202302120800;10;4
LUZ;202302120810;10;4
LUZ;202302120820;10;4
LUZ;202302120830;9;4
LUZ;202302120840;10;4
LUZ;202302120850;10;4
LUZ;202302120900;10;4
LUZ;202302120910;10;4
LUZ;202302120920;10;4
LUZ;202302120930;10;4
LUZ;202302120940;10;4
LUZ;202302120950;10;4
LUZ;202302121000;10;4
LUZ;202302121010;10;4
LUZ;202302121020;10;4
LUZ;202302121030;10;4
LUZ;202302121040;10;4
LUZ;202302121050;10;4
LUZ;202302121100;10;4
LUZ;202302121110;10;4
LUZ;202302121120;10;4
LUZ;202302121130;10;4
LUZ;202302121140;10;4
LUZ;202302121150;10;4
LUZ;202302121200;10;4
LUZ;202302121210;10;4
LUZ;202302121220;10;4
LUZ;202302121230;10;4
LUZ;202302121240;10;4
LUZ;202302121250;10;4
LUZ;202302121300;10;4
LUZ;202302121310;10;4
LUZ;202302121320;10;4
LUZ;202302121330;10;4
LUZ;202302121340;10;4
LUZ;202302121350;10;4
LUZ;202302121400;10;4
LUZ;202302121410;10;4
LUZ;202302121420;10;4
LUZ;202302121430;10;4
LUZ;202302121440;10;4
LUZ;202302121450;10;4
LUZ;202302121500;10;4
LUZ;202302121510;10;4
LUZ;202302121520;10;4
LUZ;202302121530;10;4
LUZ;202302121540;10;4
LUZ;202302121550;10;4
LUZ;202302121600;10;4
LUZ;202302121610;0;4
LUZ;202302121620;0;4
LUZ;202302121630;0;4
LUZ;202302121640;0;4
LUZ;202302121650;0;4
LUZ;202302121700;0;4
LUZ;202302121710;0;4
LUZ;202302121720;0;4
LUZ;202302121730;0;4
LUZ;202302121740;0;4
LUZ;202302121750;0;4
LUZ;202302121800;0;4
LUZ;202302121810;0;4
LUZ;202302121820;0;4
LUZ;202302121830;0;4
LUZ;202302121840;0;4
LUZ;202302121850;0;4
LUZ;202302121900;0;4
LUZ;202302121910;0;4
LUZ;202302121920;0;4
LUZ;202302121930;0;4
LUZ;202302121940;0;4
LUZ;202302121950;0;4
LUZ;202302122000;0;4
LUZ;202302122010;0;4
LUZ;202302122020;0;4
LUZ;202302122030;0;4
LUZ;202302122040;0;4
LUZ;202302122050;0;4
LUZ;202302122100;0;4
LUZ;202302122110;0;4
LUZ;202302122120;0;4
LUZ;202302122130;0;4
LUZ;202302122140;0;4
LUZ;202302122150;0;4
LUZ;202302122200;0;4
LUZ;202302122210;0;4
LUZ;202302122220;0;4
LUZ;202302122230;0;4
LUZ;202302122240;0;4
LUZ;202302122250;0;4
LUZ;202302122300;0;4
LUZ;202302122310;0;4
LUZ;202302122320;0;4
LUZ;202302122330;0;4
LUZ;202302122340;0;4
LUZ;202302122350;0;4
LUZ;202302130000;0;4
LUZ;202302130010;0;4
LUZ;202302130020;0;4
LUZ;202302130030;0;4
LUZ;202302130040;0;4
LUZ;202302130050;0;4
LUZ;202302130100;0;4
LUZ;202302130110;0;4
LUZ;202302130120;0;4
LUZ;202302130130;0;4
LUZ;202302130140;0;4
LUZ;202302130150;0;4
LUZ;202302130200;0;4
LUZ;202302130210;0;4
LUZ;202302130220;0;4
LUZ;202302130230;0;4
LUZ;202302130240;0;4
LUZ;202302130250;0;4
LUZ;202302130300;0;4
LUZ;202302130310;0;4
LUZ;202302130320;0;4
LUZ;202302130330;0;4
LUZ;202302130340;0;4
LUZ;202302130350;0;4
LUZ;202302130400;0;4
LUZ;202302130410;0;4
LUZ;202302130420;0;4
LUZ;202302130430;0;4
LUZ;202302130440;0;4
LUZ;202302130450;0;4
LUZ;202302130500;0;4
LUZ;202302130510;0;4
LUZ;202302130520;0;4
LUZ;202302130530;0;4
LUZ;202302130540;0;4
LUZ;202302130550;0;4
LUZ;202302130600;0;4
LUZ;202302130610;0;4
LUZ;202302130620;0;4
LUZ;202302130630;0;4
LUZ;202302130640;0;4
LUZ;202302130650;0;4
LUZ;202302130700;0;4
LUZ;202302130710;0;4
LUZ;202302130720;0;4
LUZ;202302130730;0;4
LUZ;202302130740;0;4
LUZ;202302130750;0;4
LUZ;202302130800;0;4
LUZ;202302130810;0;4
LUZ;202302130820;0;4
LUZ;202302130830;0;4
LUZ;202302130840;0;4
LUZ;202302130850;0;4
LUZ;202302130900;0;4
LUZ;202302130910;0;4
LUZ;202302130920;0;4
LUZ;202302130930;0;4
LUZ;202302130940;0;4
LUZ;202302130950;0;4
LUZ;202302131000;0;4
LUZ;202302131010;0;4
LUZ;202302131020;0;4
LUZ;202302131030;0;4
LUZ;202302131040;0;4
LUZ;202302131050;0;4
LUZ;202302131100;0;4
LUZ;202302131110;0;4
LUZ;202302131120;0;4
LUZ;202302131130;0;4
LUZ;202302131140;0;4
LUZ;202302131150;0;4
LUZ;202302131200;0;4
LUZ;202302131210;3;4
LUZ;202302131220;7;4
LUZ;202302131230;7;4
LUZ;202302131240;7;4
LUZ;202302131250;5;4
LUZ;202302131300;10;4
LUZ;202302131310;10;4
LUZ;202302131320;10;4
LUZ;202302131330;10;4
LUZ;202302131340;10;4
LUZ;202302131350;10;4
LUZ;202302131400;10;4
LUZ;202302131410;10;4
LUZ;202302131420;10;4
LUZ;202302131430;10;4
LUZ;202302131440;10;4
LUZ;202302131450;10;4
LUZ;202302131500;10;4
LUZ;202302131510;10;4
LUZ;202302131520;10;4
LUZ;202302131530;10;4
LUZ;202302131540;10;4
LUZ;202302131550;10;4
LUZ;202302131600;10;4
LUZ;202302131610;3;4
LUZ;202302131620;0;4
LUZ;202302131630;0;4
LUZ;202302131640;0;4
LUZ;202302131650;0;4
LUZ;202302131700;0;4
LUZ;202302131710;0;4
LUZ;202302131720;0;4
LUZ;202302131730;0;4
LUZ;202302131740;0;4
LUZ;202302131750;0;4
LUZ;202302131800;0;4
LUZ;202302131810;0;4
LUZ;202302131820;0;4
LUZ;202302131830;0;4
LUZ;202302131840;0;4
LUZ;202302131850;0;4
LUZ;202302131900;0;4
LUZ;202302131910;0;4
LUZ;202302131920;0;4
LUZ;202302131930;0;4
LUZ;202302131940;0;4
LUZ;202302131950;0;4
LUZ;202302132000;0;4
LUZ;202302132010;0;4
LUZ;202302132020;0;4
LUZ;202302132030;0;4
LUZ;202302132040;0;4
LUZ;202302132050;0;4
LUZ;202302132100;0;4
LUZ;202302132110;0;4
LUZ;202302132120;0;4
LUZ;202302132130;0;4
LUZ;202302132140;0;4
LUZ;202302132150;0;4
LUZ;202302132200;0;4
LUZ;202302132210;0;4
LUZ;202302132220;0;4
LUZ;202302132230;0;4
LUZ;202302132240;0;4
LUZ;202302132250;0;4
LUZ;202302132300;0;4
LUZ;202302132310;0;4
LUZ;202302132320;0;4
LUZ;202302132330;0;4
LUZ;202302132340;0;4
LUZ;202302132350;0;4
LUZ;202302140000;0;4
LUZ;202302140010;0;4
LUZ;202302140020;0;4
LUZ;202302140030;0;4
LUZ;202302140040;0;4
LUZ;202302140050;0;4
LUZ;202302140100;0;4
LUZ;202302140110;0;4
LUZ;202302140120;0;4
LUZ;202302140130;0;4
LUZ;202302140140;0;4
LUZ;202302140150;0;4
LUZ;202302140200;0;4
LUZ;202302140210;0;4
LUZ;202302140220;0;4
LUZ;202302140230;0;4
LUZ;202302140240;0;4
LUZ;202302140250;0;4
LUZ;202302140300;0;4
LUZ;202302140310;0;4
LUZ;202302140320;0;4
LUZ;202302140330;0;4
LUZ;202302140340;0;4
LUZ;202302140350;0;4
LUZ;202302140400;0;4
LUZ;202302140410;0;4
LUZ;202302140420;0;4
LUZ;202302140430;0;4
LUZ;202302140440;0;4
LUZ;202302140450;0;4
LUZ;202302140500;0;4
LUZ;202302140510;0;4
LUZ;202302140520;0;4
LUZ;202302140530;0;4
LUZ;202302140540;0;4
LUZ;202302140550;0;4
LUZ;202302140600;0;4
LUZ;202302140610;0;4
LUZ;202302140620;0;4
LUZ;202302140630;0;4
LUZ;202302140640;0;4
LUZ;202302140650;0;4
LUZ;202302140700;0;4
LUZ;202302140710;0;4
LUZ;202302140720;0;4
LUZ;202302140730;0;4
LUZ;202302140740;0;4
LUZ;202302140750;0;4
LUZ;202302140800;0;4
LUZ;202302140810;0;4
LUZ;202302140820;0;4
LUZ;202302140830;0;4
LUZ;202302140840;0;4
LUZ;202302140850;0;4
LUZ;202302140900;0;4
LUZ;202302140910;0;4
LUZ;202302140920;0;4
LUZ;202302140930;0;4
LUZ;202302140940;0;4
LUZ;202302140950;0;4
LUZ;202302141000;0;4
LUZ;202302141010;0;4
LUZ;202302141020;0;4
LUZ;202302141030;0;4
LUZ;202302141040;0;4
LUZ;202302141050;0;4
LUZ;202302141100;0;4
LUZ;202302141110;0;4
LUZ;202302141120;0;4
LUZ;202302141130;0;4
LUZ;202302141140;1;4
LUZ;202302141150;0;4
LUZ;202302141200;0;4
LUZ;202302141210;5;4
LUZ;202302141220;7;4
LUZ;202302141230;10;4
LUZ;202302141240;10;4
LUZ;202302141250;10;4
LUZ;202302141300;10;4
LUZ;202302141310;10;4
LUZ;202302141320;10;4
LUZ;202302141330;10;4
LUZ;202302141340;10;4
LUZ;202302141350;10;4
LUZ;202302141400;10;4
LUZ;202302141410;10;4
LUZ;202302141420;10;4
LUZ;202302141430;10;4
LUZ;202302141440;10;4
LUZ;202302141450;10;4
LUZ;202302141500;10;4
LUZ;202302141510;10;4
LUZ;202302141520;10;4
LUZ;202302141530;10;4
LUZ;202302141540;10;4
LUZ;202302141550;10;4
LUZ;202302141600;10;4
LUZ;202302141610;5;4
LUZ;202302141620;0;4
LUZ;202302141630;0;4
LUZ;202302141640;0;4
LUZ;202302141650;0;4
LUZ;202302141700;0;4
LUZ;202302141710;0;4
LUZ;202302141720;0;4
LUZ;202302141730;0;4
LUZ;202302141740;0;4
LUZ;202302141750;0;4
LUZ;202302141800;0;4
LUZ;202302141810;0;4
LUZ;202302141820;0;4
LUZ;202302141830;0;4
LUZ;202302141840;0;4
LUZ;202302141850;0;4
LUZ;202302141900;0;4
LUZ;202302141910;0;4
LUZ;202302141920;0;4
LUZ;202302141930;0;4
LUZ;202302141940;0;4
LUZ;202302141950;0;4
LUZ;202302142000;0;4
LUZ;202302142010;0;4
LUZ;202302142020;0;4
LUZ;202302142030;0;4
LUZ;202302142040;0;4
LUZ;202302142050;0;4
LUZ;202302142100;0;4
LUZ;202302142110;0;4
LUZ;202302142120;0;4
LUZ;202302142130;0;4
LUZ;202302142140;0;4
LUZ;202302142150;0;4
LUZ;202302142200;0;4
LUZ;202302142210;0;4
LUZ;202302142220;0;4
LUZ;202302142230;0;4
LUZ;202302142240;0;4
LUZ;202302142250;0;4
LUZ;202302142300;0;4
LUZ;202302142310;0;4
LUZ;202302142320;0;4
LUZ;202302142330;0;4
LUZ;202302142340;0;4
LUZ;202302142350;0;4
LUZ;202302150000;0;4
LUZ;202302150010;0;4
LUZ;202302150020;0;4
LUZ;202302150030;0;4
LUZ;202302150040;0;4
LUZ;202302150050;0;4
LUZ;202302150100;0;4
LUZ;202302150110;0;4
LUZ;202302150120;0;4
LUZ;202302150130;0;4
LUZ;202302150140;0;4
LUZ;202302150150;0;4
LUZ;202302150200;0;4
LUZ;202302150210;0;4
LUZ;202302150220;0;4
LUZ;202302150230;0;4
LUZ;202302150240;0;4
LUZ;202302150250;0;4
LUZ;202302150300;0;4
LUZ;202302150310;0;4
LUZ;202302150320;0;4
LUZ;202302150330;0;4
LUZ;202302150340;0;4
LUZ;202302150350;0;4
LUZ;202302150400;0;4
LUZ;202302150410;0;4
LUZ;202302150420;0;4
LUZ;202302150430;0;4
LUZ;202302150440;0;4
LUZ;202302150450;0;4
LUZ;202302150500;0;4
LUZ;202302150510;0;4
LUZ;202302150520;0;4
LUZ;202302150530;0;4
LUZ;202302150540;0;4
LUZ;202302150550;0;4
LUZ;202302150600;0;4
LUZ;202302150610;0;4
LUZ;202302150620;0;4
LUZ;202302150630;0;4
LUZ;202302150640;0;4
LUZ;202302150650;0;4
LUZ;202302150700;0;4
LUZ;202302150710;0;4
LUZ;202302150720;0;4
LUZ;202302150730;0;4
LUZ;202302150740;0;4
LUZ;202302150750;0;4
LUZ;202302150800;0;4
LUZ;202302150810;0;4
LUZ;202302150820;0;4
LUZ;202302150830;0;4
LUZ;202302150840;0;4
LUZ;202302150850;0;4
LUZ;202302150900;0;4
LUZ;202302150910;0;4
LUZ;202302150920;0;4
LUZ;202302150930;0;4
LUZ;202302150940;0;4
LUZ;202302150950;0;4
LUZ;202302151000;0;4
LUZ;202302151010;0;4
LUZ;202302151020;0;4
LUZ;202302151030;7;4
LUZ;202302151040;10;4
LUZ;202302151050;10;4
LUZ;202302151100;5;4
LUZ;202302151110;9;4
LUZ;202302151120;10;4
LUZ;202302151130;10;4
LUZ;202302151140;10;4
LUZ;202302151150;10;4
LUZ;202302151200;10;4
LUZ;202302151210;10;4
LUZ;202302151220;10;4
LUZ;202302151230;10;4
LUZ;202302151240;10;4
LUZ;202302151250;10;4
LUZ;202302151300;10;4
LUZ;202302151310;10;4
LUZ;202302151320;10;4
LUZ;202302151330;10;4
LUZ;202302151340;10;4
LUZ;202302151350;10;4
LUZ;202302151400;10;4
LUZ;202302151410;10;4
LUZ;202302151420;10;4
LUZ;202302151430;10;4
LUZ;202302151440;10;4
LUZ;202302151450;10;4
LUZ;202302151500;10;4
LUZ;202302151510;10;4
LUZ;202302151520;10;4
LUZ;202302151530;10;4
LUZ;202302151540;10;4
LUZ;202302151550;10;4
LUZ;202302151600;10;4
LUZ;202302151610;10;4
LUZ;202302151620;0;4
LUZ;202302151630;0;4
LUZ;202302151640;0;4
LUZ;202302151650;0;4
LUZ;202302151700;0;4
LUZ;202302151710;0;4
LUZ;202302151720;0;4
LUZ;202302151730;0;4
LUZ;202302151740;0;4
LUZ;202302151750;0;4
LUZ;202302151800;0;4
LUZ;202302151810;0;4
LUZ;202302151820;0;4
LUZ;202302151830;0;4
LUZ;202302151840;0;4
LUZ;202302151850;0;4
LUZ;202302151900;0;4
LUZ;202302151910;0;4
LUZ;202302151920;0;4
LUZ;202302151930;0;4
LUZ;202302151940;0;4
LUZ;202302151950;0;4
LUZ;202302152000;0;4
LUZ;202302152010;0;4
LUZ;202302152020;0;4
LUZ;202302152030;0;4
LUZ;202302152040;0;4
LUZ;202302152050;0;4
LUZ;202302152100;0;4
LUZ;202302152110;0;4
LUZ;202302152120;0;4
LUZ;202302152130;0;4
LUZ;202302152140;0;4
LUZ;202302152150;0;4
LUZ;202302152200;0;4
LUZ;202302152210;0;4
LUZ;202302152220;0;4
LUZ;202302152230;0;4
LUZ;202302152240;0;4
LUZ;202302152250;0;4
LUZ;202302152300;0;4
LUZ;202302152310;0;4
LUZ;202302152320;0;4
LUZ;202302152330;0;4
LUZ;202302152340;0;4
LUZ;202302152350;0;4
LUZ;202302160000;0;4
LUZ;202302160010;0;4
LUZ;202302160020;0;4
LUZ;202302160030;0;4
LUZ;202302160040;0;4
LUZ;202302160050;0;4
LUZ;202302160100;0;4
LUZ;202302160110;0;4
LUZ;202302160120;0;4
LUZ;202302160130;0;4
LUZ;202302160140;0;4
LUZ;202302160150;0;4
LUZ;202302160200;0;4
LUZ;202302160210;0;4
LUZ;202302160220;0;4
LUZ;202302160230;0;4
LUZ;202302160240;0;4
LUZ;202302160250;0;4
LUZ;202302160300;0;4
LUZ;202302160310;0;4
LUZ;202302160320;0;4
LUZ;202302160330;0;4
LUZ;202302160340;0;4
LUZ;202302160350;0;4
LUZ;202302160400;0;4
LUZ;202302160410;0;4
LUZ;202302160420;0;4
LUZ;202302160430;0;4
LUZ;202302160440;0;4
LUZ;202302160450;0;4
LUZ;202302160500;0;4
LUZ;202302160510;0;4
LUZ;202302160520;0;4
LUZ;202302160530;0;4
LUZ;202302160540;0;4
LUZ;202302160550;0;4
LUZ;202302160600;0;4
LUZ;202302160610;0;4
LUZ;202302160620;0;4
LUZ;202302160630;0;4
LUZ;202302160640;0;4
LUZ;202302160650;0;4
LUZ;202302160700;0;4
LUZ;202302160710;3;4
LUZ;202302160720;7;4
LUZ;202302160730;9;4
LUZ;202302160740;7;4
LUZ;202302160750;10;4
LUZ;202302160800;10;4
LUZ;202302160810;10;4
LUZ;202302160820;10;4
LUZ;202302160830;10;4
LUZ;202302160840;10;4
LUZ;202302160850;10;4
LUZ;202302160900;10;4
LUZ;202302160910;10;4
LUZ;202302160920;10;4
LUZ;202302160930;10;4
LUZ;202302160940;10;4
LUZ;202302160950;10;4
LUZ;202302161000;10;4
LUZ;202302161010;10;4
LUZ;202302161020;10;4
LUZ;202302161030;10;4
LUZ;202302161040;10;4
LUZ;202302161050;10;4
LUZ;202302161100;10;4
LUZ;202302161110;10;4
LUZ;202302161120;10;4
LUZ;202302161130;10;4
LUZ;202302161140;10;4
LUZ;202302161150;10;4
LUZ;202302161200;10;4
LUZ;202302161210;10;4
LUZ;202302161220;10;4
LUZ;202302161230;10;4
LUZ;202302161240;10;4
LUZ;202302161250;10;4
LUZ;202302161300;10;4
LUZ;202302161310;10;4
LUZ;202302161320;10;4
LUZ;202302161330;10;4
LUZ;202302161340;10;4
LUZ;202302161350;9;4
LUZ;202302161400;9;4
LUZ;202302161410;10;4
LUZ;202302161420;10;4
LUZ;202302161430;10;4
LUZ;202302161440;10;4
LUZ;202302161450;10;4
LUZ;202302161500;10;4
LUZ;202302161510;10;4
LUZ;202302161520;10;4
LUZ;202302161530;10;4
LUZ;202302161540;0;4
LUZ;202302161550;1;4
LUZ;202302161600;0;4
LUZ;202302161610;0;4
LUZ;202302161620;0;4
LUZ;202302161630;0;4
LUZ;202302161640;0;4
LUZ;202302161650;0;4
LUZ;202302161700;0;4
LUZ;202302161710;0;4
LUZ;202302161720;0;4
LUZ;202302161730;0;4
LUZ;202302161740;0;4
LUZ;202302161750;0;4
LUZ;202302161800;0;4
LUZ;202302161810;0;4
LUZ;202302161820;0;4
LUZ;202302161830;0;4
LUZ;202302161840;0;4
LUZ;202302161850;0;4
LUZ;202302161900;0;4
LUZ;202302161910;0;4
LUZ;202302161920;0;4
LUZ;202302161930;0;4
LUZ;202302161940;0;4
LUZ;202302161950;0;4
