,"[1]_[('dummy_id', <DataTypes.REAL_VALUED: 0>, <InputTypes.ID: 4>), ('date', <DataTypes.DATE: 2>, <InputTypes.TIME: 5>), ('minute_of_hour', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('hour_of_day', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('day_of_week', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('week_of_year', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('month_of_year', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('day_of_month', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('Absolute Humidity', <DataTypes.REAL_VALUED: 0>, <InputTypes.KNOWN_INPUT: 2>), ('visitors', <DataTypes.REAL_VALUED: 0>, <InputTypes.TARGET: 0>), ('region', <DataTypes.CATEGORICAL: 1>, <InputTypes.STATIC_INPUT: 3>)]_0.3_3_160_[7]_9_[0]_[0, 1, 2, 3, 4, 5, 6]_0.001_0.01_64_/opt/BAA/TFT/models/training_fixed_parameters/absolute_humidity/pod_just_absolute_humidity_week_60min3/saved_models/visitors/fixed_5_24_100_1_1_1_[8]_192"
loss,0.2765124271262725
info,
