minute_of_hour,hour_of_day,day_of_week,week_of_year,month_of_year,day_of_month,
0.03303277897066437,0.13103233370929956,0.07512746920110658,0.08701157162431628,0.06821424758527428,0.08622324914904311,0.0838774509029463
0.0336555207031779,0.13267421047203243,0.0755390400881879,0.08792224794160575,0.06904633686644956,0.0858673318871297,0.0846746313618496
0.0352468722849153,0.13835935527458787,0.07780961861135438,0.09001110831741244,0.07059948169626296,0.08446580969030038,0.08633682632353157
0.03498727479018271,0.13569350028410554,0.07632184453541413,0.08950917574111372,0.07005274301627651,0.08464529772754759,0.08634742151480168
0.035415765654761344,0.13581947312923148,0.07611243176506832,0.08977608301211149,0.07001544651575387,0.08409072802169248,0.08693174761720002
0.03437366656726226,0.13303137861657888,0.07559728273190558,0.08828019886277616,0.06890360347460955,0.08491530967876315,0.08559362299274653
0.033771569083910435,0.13170116051333025,0.07567174395080656,0.08730328362435102,0.06791584752500057,0.08515890617854893,0.08474156481679529
0.032634864415740594,0.12773910572286695,0.07443287142086774,0.08559938846156001,0.06625368061941117,0.0858455456327647,0.08346332324435934
0.0316571063012816,0.12461734004318714,0.07339860073989257,0.0842456966638565,0.06522649846738204,0.08667686674743891,0.08231452706968412
0.030407760525122285,0.1202990502351895,0.07186794653534889,0.08250042551662773,0.06369492813246325,0.0876474569668062,0.08090558194089681
0.029203167112427764,0.11658161750528961,0.0706338428426534,0.08083925297250971,0.062416637665592134,0.08868747996166348,0.07943727902602404
0.028306675085332245,0.11503145785536617,0.07051036308985204,0.07966740167466924,0.0617500253720209,0.08953591022873297,0.07813954877201468
0.027003799739759415,0.11193947517313063,0.06979765923460945,0.07796403137035668,0.060480690095573664,0.09060148091521114,0.0764889587298967
0.025998289929702878,0.10652269283309579,0.0664059356204234,0.07704857992939651,0.060620677191764116,0.09229626785963774,0.07595035969279706
0.02550174909993075,0.1036801392911002,0.06426648452179506,0.07670340803451836,0.061296064872294664,0.09344277693890035,0.07576525630429387
0.025317006424302235,0.10195899021346122,0.06302728469017893,0.07647957338485867,0.061195389833301306,0.0937010461348109,0.07582029892364517
0.025755886163096875,0.10357619193382561,0.06350185413612053,0.07703929475974292,0.06178041943348944,0.09334349987329915,0.0762992020463571
0.026358731789514422,0.10590136074461043,0.06435641791904345,0.07778873748611659,0.062428182107396424,0.09279651462566108,0.07691075676120818
0.027514270303072408,0.11110624007415026,0.0665051571559161,0.07930229941848665,0.06396910466719419,0.09187097509857267,0.07793771929573268
0.028309508052188903,0.11428267823066562,0.06774634827161208,0.08028013119474053,0.06488417519722134,0.09112150536384434,0.07873366423882544
0.029044167109532282,0.11735913413576782,0.06886922579724342,0.08131383243016899,0.06622436735779047,0.09071557701099664,0.0794751966604963
0.029494938964489847,0.11906828416977078,0.06934489769628271,0.08201771241147071,0.06741576397325844,0.09069985337555408,0.07997281267307699
0.030128731712466106,0.12150668632239103,0.07011106552090496,0.08295243512839079,0.06893961958121508,0.09061541309347376,0.08061734773218632
0.03223704153788276,0.13065499463118613,0.07403380976757035,0.08575199265033007,0.07152157707605511,0.08899188635405153,0.08250725467223674
0.0330419514211826,0.13350706454366446,0.0749416213366203,0.08698063087649643,0.07304447807837278,0.08878111449303105,0.0833661979995668
0.03366433284827508,0.13529999507591128,0.0753547495114617,0.08796338480897248,0.07431842049118131,0.08870641427347437,0.08412198140285909
0.03390193692757748,0.13529618422035128,0.0750590396928601,0.08834989054594189,0.0748412471730262,0.08877652866067365,0.08452499459963292
0.03443773358594626,0.13693866541143507,0.07543393992818892,0.08923831034917384,0.07615338335745037,0.08888850902440026,0.08509855740703642
0.034837485232856125,0.13814636401366442,0.07562744431197643,0.08995963633060455,0.07739306939765811,0.08915982500184327,0.08550143893808126
0.034156804118538275,0.13616199709940702,0.0757681826944463,0.08928792574442923,0.07652237289585173,0.08969842013902962,0.08423236245289445
0.03393872326705605,0.13605475414078683,0.07649799226783216,0.08924668957479298,0.0764613967621699,0.09002149786101654,0.0834355796687305
0.03310268191853538,0.13392845541238785,0.07612620195141062,0.08864834054838866,0.07669399457518011,0.0914501273073256,0.08199770515784621
0.0322233363694977,0.13180592353455722,0.07581344328355044,0.08804485958535224,0.07693920540623367,0.0929305650643073,0.08048188162501901
0.03135431767441332,0.12939428153913468,0.07557028025621548,0.08724460436496884,0.0764202733989805,0.0939525249414146,0.07895162655040622
0.030302422062959522,0.12637907615862787,0.07502463355194777,0.08624837431125343,0.07577658700756729,0.0951473776367493,0.07726492232177407
0.029498341609723866,0.12432934925891459,0.07501074788160622,0.08551284589339048,0.0751324794255197,0.09600504132686183,0.07573251088615507
0.02895557027659379,0.12313584354706109,0.07517011801246554,0.08508024434559047,0.07483947020955384,0.09663516643922776,0.07450246240478009
0.029063935246085748,0.1228105928748846,0.07447593414690346,0.08532512607052922,0.0746826104586944,0.09648614283651114,0.07488601480145007
0.029478789161657915,0.12384895875584334,0.07470682170242071,0.08595279324799776,0.07449642184656113,0.09588713949779049,0.07542160409502685
0.02998986150487326,0.12528876145370305,0.07526336936280131,0.08670229848939925,0.0742437057197094,0.09510413970565423,0.07601685321424156
0.03049511613789946,0.12661624420434237,0.07577552989823744,0.08741611347068101,0.07395231514237821,0.09432895574718714,0.07660717668477446
0.031233192014042288,0.12905601365491748,0.07687248702859506,0.08844960678834468,0.0739532756851986,0.09334357600891963,0.07732985878828913
0.03184674383373931,0.13086227560415864,0.07763934141257778,0.08931714377831668,0.07386120257433504,0.09252427436877042,0.07798713352531195
0.032406396785518155,0.1323476447723806,0.07826325204223394,0.09008246520534158,0.07363764941692352,0.09173100109910592,0.07861867360770702
0.032696692884201184,0.13235234841704369,0.07818987214704975,0.09035413363017142,0.0728710979456082,0.0909913430805318,0.07910774706397206
0.03333990345709026,0.13385370327159762,0.07880268065491691,0.09105605317745358,0.0724596093641594,0.08988178079016507,0.07985603983979672
0.03366047950112261,0.13380675617372617,0.0785725672612898,0.09122272639069706,0.07176740479189903,0.08904700225684792,0.0804491420276463
0.03386452471022494,0.1330062261549756,0.07801862509222701,0.09099212568253279,0.07080388715257868,0.08814723265822977,0.08099489205051214
0.035063729708781466,0.13655364722944796,0.07948135607875884,0.09219296276569366,0.0711662161629647,0.08656514878384769,0.08218699309509248
0.0362828426877968,0.14007047016639262,0.08090810745488852,0.09341908153146505,0.07158364978386089,0.08499119395855814,0.08346111886203289
0.0376689167751465,0.14423333399463445,0.08263905387138948,0.09487116790842265,0.07220489700557664,0.08330376329831779,0.08486895845271647
0.03905475270585157,0.14832885359646752,0.08442280412418768,0.09628183650784194,0.07268481678329408,0.08151520218234509,0.08626485196873546
0.04057388365617953,0.1530100594391115,0.0864583813236095,0.09792779793497175,0.073341766721569,0.07965542085003108,0.08776468667201698
0.04010575424763374,0.1527181703131646,0.08717882743803784,0.09714160591829568,0.07259743841132149,0.07979790470562875,0.08735526108648628
0.03941555056371726,0.1508778630523011,0.08714064460946247,0.09583468327764422,0.07115379156311974,0.07980689703254029,0.08690355566795915
0.03875934882671572,0.148732882051263,0.0870893769315444,0.09429171087685972,0.06908488139742985,0.07931106828618795,0.08647367788944393
0.0368594897154253,0.14202442357782274,0.08483624609652907,0.09132794395554811,0.06627014197874814,0.08021917723817751,0.08515355421695858
0.034985789068741724,0.13549862639047205,0.08272653567837551,0.08834710926748812,0.06327629159204662,0.08096689498052001,0.08376920304726809
0.033277502603596076,0.12992411793675274,0.08087564579909667,0.0858235985506326,0.06095004122471437,0.08190391835523769,0.08243153500370681
0.0315101457235869,0.12388466577976942,0.07872594118816778,0.0831694093067199,0.058270813315175474,0.08272096107248217,0.08110438694711775
0.02973841319908388,0.11718417285010219,0.07597992609953508,0.08048024587333202,0.05529219872551039,0.08342886820901185,0.07996559201274067
0.030553267861250788,0.12086059950524941,0.07721205335110426,0.0818747318116948,0.05695319134974852,0.08313090866431594,0.08054777677170932
0.030823998822597787,0.12132812023628503,0.07682411005953327,0.08237583469599485,0.057568513439036906,0.08310443552909419,0.08093842631205916
0.031370020151371136,0.12318284827051684,0.07721120736096054,0.08321246120613068,0.05854401981923729,0.0828151103341952,0.08143764059059322
0.03184778586728498,0.12454371608328074,0.07736538595054299,0.08391540008597076,0.059312069904990494,0.08254479744937271,0.08191950584296137
0.03276102623203769,0.12775048281764612,0.07866788882529363,0.08514841028954834,0.05994037544587627,0.08161242969799787,0.08264078688807786
0.03331301151774824,0.12901060684816912,0.07900388073176146,0.08579728286713362,0.060001334408298135,0.08091086515923962,0.0831990159349516
0.03371047184919007,0.12936766911298037,0.07889446866465732,0.08614335826132447,0.0597999642486684,0.08026730210985988,0.08369108953047544
0.03418157089618035,0.13082607893738896,0.07915522408438846,0.08700175234116614,0.06071655947016552,0.08020030346233398,0.08418334845919162
0.0346854725794401,0.1317872250219807,0.07922723627416417,0.08758243126794696,0.0610987885738723,0.07972106884699315,0.08476045017596334
0.03563362351269461,0.1348172414000146,0.08031336934072897,0.08879129390697926,0.06198365055024624,0.07888055976945907,0.08557825221214443
0.035997840866912156,0.135273419553414,0.08021277392981574,0.08918798272497952,0.06221381825162098,0.07854072342161089,0.08604301349259913
0.03663309456896968,0.1370424183551222,0.08073963032802567,0.0900225704535842,0.06285969540476799,0.07803686941042542,0.08667803695425391
0.03709306276869029,0.1381094204261899,0.08101565128890797,0.09073298901785165,0.06335147737991065,0.07768655871041119,0.08725165179930627
0.03820176256704144,0.14211903122486547,0.08273500890936702,0.09246757940854877,0.06463481276296079,0.07682444527745247,0.08825521694961935
0.03787248011212796,0.14008578698849306,0.08161418221425265,0.09218991524539888,0.0645151620847173,0.07727448421064764,0.08831260085571557
0.03805426985491067,0.14033018419286236,0.08152173471171409,0.09256912989076227,0.06494603294413537,0.07731098588556051,0.08862977975513786
0.037123812129721045,0.1382807621266693,0.08180070819798857,0.09118601342197508,0.06357901467708871,0.07776153739541769,0.08757483179215342
0.035772182047367096,0.13414563779952005,0.08066034002695233,0.08929888845887035,0.06209570122882724,0.07880832767114043,0.08630679664202034
0.03470896868384443,0.1312977984198369,0.08010871493024752,0.08790885179769248,0.060995802108664066,0.07963691762415692,0.08525377418845892
0.03393537490046583,0.12927096709609032,0.0801210020435974,0.08670613379217684,0.05956587678520009,0.07976649538613856,0.08445473213214427
0.03188234305707738,0.12271135166520253,0.07783523126272485,0.08388477854896337,0.05751353601226583,0.08150126092368737,0.08258866844698787
0.030550351249985397,0.1189543599030003,0.07653754716739058,0.0821549502434209,0.05650293821236119,0.08282009343383834,0.08128914842382073
0.029571025748737156,0.11698465229710564,0.07648102223174646,0.08074516511987895,0.05531968339346349,0.08344066131394356,0.08010143111459911
0.02868241348187439,0.11536669806810096,0.07632626505801454,0.07967357221059501,0.05465696332976222,0.08425466495100409,0.07903305627405643
0.02880741175613366,0.11517884698696434,0.0755769411334768,0.08001424290705472,0.05491854652063921,0.08431104017654434,0.07936251419596374
0.02905734072555788,0.11560498998733237,0.0752149295876734,0.08045837457757443,0.05540598480729386,0.08421721984632313,0.07974399987142533
0.02949634162359871,0.11685215018223971,0.07539245398947969,0.08110637904610485,0.055802437593229115,0.08382775547215715,0.08022286230698228
0.030044135404750705,0.11866463255137205,0.07598416414111853,0.08195619040634483,0.05626214272342622,0.08330322662368417,0.08076902944594622
0.030875740252668038,0.12208162824390456,0.07752439408795908,0.0832808428676799,0.057207479258067906,0.08253962267190218,0.08146693580783904
0.031221860146615654,0.12296722905011848,0.07787975412793458,0.08400681521743536,0.05751657235668972,0.08216009725583717,0.08197932131588459
0.03178853983990848,0.12524552608374506,0.07886878872523084,0.08521512406878173,0.058491661795414984,0.08185331465210766,0.08258749486412853
0.03221179486718029,0.12642772169783711,0.07945732114603743,0.08609842066653073,0.058857865165919065,0.08136464119888842,0.08319706574548036
0.032605364540359005,0.12777968822047114,0.08020948001649231,0.08718250459060073,0.05954148276941851,0.08110435877460986,0.0838117697276175
0.03305814217310399,0.12953681929502636,0.08129640878178179,0.08847159938886762,0.0602796213934198,0.08078331116121262,0.08447407919447869
0.03394381419639103,0.13334409450180829,0.08355605299584568,0.09047252987511456,0.061424346873536706,0.08000179624650627,0.08544932829681784
0.033413301658583805,0.13033456820994616,0.08194258628645912,0.09007006243336946,0.06112699449295178,0.08063075097743422,0.08543020999059081
0.034007953538093716,0.13226053840480745,0.082831151841674,0.0912733469158411,0.06179799931123853,0.0801066211424768,0.08620570332277566
0.0354854425531812,0.1379245743737556,0.08525398967321962,0.09351789485663176,0.063402826548554,0.07889144704677165,0.08748689026106149
0.03583025455009192,0.13851341843837872,0.08507678983733058,0.0940386391011998,0.06385719974059612,0.07874205312691629,0.08795964310411364
0.03624166897498071,0.14048463804647326,0.08604640542762354,0.09533826704137027,0.06495783932041377,0.07877422077581286,0.08851500262971967
0.035853521316312253,0.14112265594303608,0.08812607952859253,0.09506435424555093,0.06468539772322401,0.07913719723001122,0.08773284184280783
0.03489179536700249,0.1389500976074487,0.0879211620776914,0.09379830840043724,0.0641529923886992,0.08031642198329791,0.08652899833396077
0.0339514615770895,0.1362966081360355,0.08721854240866378,0.09203605249058455,0.06288679962744936,0.08102485496783629,0.08530606678687036
0.03256959925056435,0.13193315832177177,0.08562933618668467,0.0897274655289948,0.06127671478316188,0.0821744977729395,0.08375124342273921
0.03124100947752595,0.12832855875603855,0.08455395617056638,0.08771224366500974,0.060102892748545855,0.08348693209700286,0.08219923917204142
0.02981869864743203,0.1243423362611793,0.08348503609886393,0.08572666742838919,0.05873027764027938,0.0847296027932316,0.08066613099072129
0.028579681733390316,0.12171656696591526,0.08303460339084268,0.08406227931845933,0.05788314715027809,0.08601875143358484,0.07914850348606706
0.027756564755691215,0.1204130626283586,0.08304521581158042,0.08277164807077497,0.05716764251701534,0.08680922735948116,0.07793762069195509
0.027961493062321097,0.12055560399312526,0.08199604315450415,0.08307509601581842,0.057284603419248015,0.0866173033718951,0.07834455568809062
0.028104327531764284,0.12019511172547936,0.0808504102169536,0.08329161815345287,0.05721906916005537,0.08644528861623257,0.07874752802308649
0.028322445461526513,0.12051594571676105,0.08065202640136704,0.08375454240012914,0.057341604318935424,0.08618024829775095,0.07916647952515632
0.028684363525826484,0.12137792049907148,0.08053968276362866,0.0842973766848445,0.0577254876261577,0.08588797796983272,0.07963292091153562
0.029477037372998893,0.12425162084400654,0.0815311053302139,0.0853235536487773,0.05830826988676563,0.08506412629503757,0.08033146406523883
0.03010559780523181,0.12607788911554962,0.08177147310925648,0.08607623155694455,0.05891438026446849,0.08451075915945694,0.08096563769504428
0.030995069711934775,0.1290721130790189,0.08266147365793586,0.08718731824774295,0.05973043973790482,0.0837080953642726,0.08175998856313527
0.03168326150625944,0.13056152872741222,0.08227125729899853,0.08775598439387977,0.06034662388265133,0.08318030706141144,0.082430170616135
0.032338086632080376,0.1316314279101789,0.08115044957958162,0.08813284279312938,0.06126773386495188,0.08300840854644775,0.08302281820215285
0.033273333887336776,0.13411655777599663,0.08095714298542589,0.0889820116572082,0.062398559181019664,0.08252526423893869,0.08380106138065457
0.033933155791601166,0.13549348153173923,0.08052783273160458,0.08955555583816022,0.06312992458697408,0.08217849303036928,0.0844287039944902
0.0356110030261334,0.14179211598820984,0.08287773287156597,0.09180441056378186,0.06505579000804573,0.08094804000575095,0.08577786921523511
0.03546351968543604,0.140213975450024,0.08127994375536218,0.09173771494533867,0.06568611389957368,0.08176233165431768,0.08586381049826741
0.03574740476324223,0.14022295107133687,0.08087928232271224,0.09212001296691597,0.06605866516474634,0.08165278553497046,0.08637411834206432
0.03683701017871499,0.14357514784205705,0.08224123454419896,0.09348632034379989,0.06692494003800675,0.08058931643608958,0.08744892117101699
0.03740713550359942,0.14488402765709907,0.08275747840525582,0.0941548355622217,0.06723181792767718,0.07994633400812745,0.08812277647666633
0.03679646272212267,0.14384387590689585,0.08379692625021562,0.09315671166405082,0.0660554778878577,0.0799968468490988,0.08728754660114646
0.03550515853567049,0.13954940030816942,0.08291395584819838,0.0912450107280165,0.06436024530557916,0.0807829913101159,0.08604204142466187
0.03444348621997051,0.13605663372436538,0.0823143512243405,0.08950774313416332,0.0626929304562509,0.08125104015925899,0.08495051390491426
0.03259557785349898,0.12944454792886972,0.08014693745644763,0.086790073197335,0.060454371909145266,0.08257798373233527,0.08321429137140512
0.030580993538023904,0.1227600650745444,0.07803586748195812,0.08407606522087008,0.05842256749747321,0.08426902198698372,0.0812917168950662
0.029514692985685542,0.11989716591779143,0.07770458585582674,0.08259640354663134,0.057140423567034304,0.08497037296183407,0.08012639137450606
0.028399840142810717,0.11758025595918298,0.0775783586432226,0.0812170747667551,0.05627002369146794,0.0860051543568261,0.07879127096384764
0.02706486059469171,0.11434130417183042,0.07708413165528327,0.07949464791454375,0.05503949453122914,0.08713842980796471,0.07726014638319612
0.026954279892379418,0.11372480308637023,0.07619275111937895,0.0798273755935952,0.055850826494861394,0.08775448868982494,0.07745059905573726
0.026816923927981406,0.1123930107569322,0.07487062003929168,0.07982586091384292,0.05618094635428861,0.08809513016603887,0.07765077752992511
0.026983050716808066,0.11259316001087427,0.07458960759686306,0.08013629750348628,0.056453043944202363,0.08795824000844732,0.07798204047139734
0.027295791631331667,0.11361646465957165,0.0749329929240048,0.08072127623017877,0.05672488093841821,0.0876020091236569,0.078423235216178
0.02779878885485232,0.11551460507325828,0.07565097889164463,0.08153420034796,0.05722978716949001,0.08709756610915065,0.07898127706721425
0.028361095872242004,0.11757238092832267,0.07631657720776275,0.08237907150760293,0.05782107071718201,0.08658166753593832,0.07957695599179715
0.02893201823462732,0.11945004621520638,0.07700608827872202,0.08315999351907521,0.05813256883993745,0.08590563148027286,0.08019551704637706
0.02949876998900436,0.12130200886167586,0.0774469916941598,0.08403507387265563,0.05890722817275673,0.0855202839593403,0.0808442400302738
0.030113571643596515,0.12306810403242707,0.07754093798575923,0.08483664121013135,0.05980105104390532,0.0851954584941268,0.08151324139907956
0.03099651078809984,0.1259953089756891,0.0782753107487224,0.08596604724880308,0.06091909250244498,0.08464174991240725,0.08233008731622249
0.03197657357668504,0.12929294153582305,0.07925341208465397,0.08726766041945666,0.06211749650537968,0.0840050911065191,0.08323676837608218
0.03239064151421189,0.1298405003035441,0.07874523242935538,0.08770595071837306,0.0626449614064768,0.08384533418575302,0.08374891558196396
0.03384794815792702,0.13521685975138098,0.08067808841587976,0.08970025973394513,0.06432547955773771,0.08276433346327394,0.08507006464060396
0.0354219636938069,0.1411736838053912,0.08288447943050414,0.09195587935391814,0.06633815669920295,0.08171822980511934,0.08649495930876583
0.03647979808738455,0.1446862065931782,0.08392046368680894,0.09345668903551996,0.06774466519709677,0.08110494795255363,0.08755221008323133
0.03728813151246868,0.14726827025879174,0.08459827193291858,0.0946804218692705,0.06894053285941482,0.08072024350985885,0.08843573578633368
0.03652004592004232,0.14636941882781684,0.08547697501489893,0.09381696593482047,0.06860765523742884,0.08165327098686248,0.08729969919659197
0.0365955957386177,0.14966117031872272,0.08863209723494947,0.09416519093792886,0.0689838258549571,0.08164128928910941,0.0867625797400251
0.03626653479295783,0.1505412730621174,0.09026262757834047,0.09390490013174713,0.0688195112743415,0.08194614248350263,0.08603544009383768
0.035233986272942275,0.14784410421270877,0.09001014829846099,0.09240844543091953,0.06753247196320444,0.08268522861180827,0.0847589666955173
0.03348641793127172,0.14213598310016096,0.08806164894485846,0.0899251993978396,0.06578591745346785,0.0842675308813341,0.08285286545287818
0.03204972608364187,0.1377797151217237,0.08681267144856974,0.08779090316966176,0.06417736684670672,0.0854307129047811,0.08117229957133532
0.030719426809810102,0.13446955161634833,0.08610635279910639,0.08587574400007725,0.06285396171733737,0.08657838247017935,0.07948373444378376
0.029087600036291406,0.12987977918237448,0.08451773459091783,0.08354711381252855,0.06140026031062007,0.08811996108852327,0.07754671946167946
0.02894976662355475,0.1280196646694094,0.08230409707175568,0.08336301730014384,0.06130418443353847,0.08840200887061656,0.07775451091583818
0.029147401306545362,0.12805275805294514,0.0813930748263374,0.08362515654880553,0.06151144957402721,0.08832578704459593,0.07812439289409667
0.029625065333675593,0.12944927555508912,0.08134028076892719,0.08420409983955324,0.061884499969892204,0.08786957198753953,0.07867761619854718
0.030226708855479956,0.1314946514321491,0.08178073447197676,0.08494319883175194,0.06238376611145213,0.08725361380493268,0.07930971111636609
0.03072156140115112,0.1330312138888985,0.08202092646388337,0.08561560651287436,0.06290775479283184,0.08681358955800533,0.07989596284460276
0.03098689904436469,0.1332390911411494,0.08158881013514474,0.08597998251207173,0.0631493889959529,0.08658567012753338,0.08036448585335165
0.03108642587903887,0.13241141114849597,0.08061544969677925,0.08610565704293549,0.06315393303520977,0.08648776490008458,0.08076364197768271
0.03177831249195151,0.13452510733623058,0.08117137872613966,0.08702282840386033,0.06382722954731435,0.08586082165129483,0.08155598642770201
0.032382276840507984,0.1360684740357101,0.08157452597515658,0.08780492807272822,0.06411181390285492,0.08518823341000825,0.08230420970357955
0.03220704782870598,0.13402845023665577,0.08008382568368688,0.08765779575332999,0.06400975922588259,0.08550133276730776,0.0824884430039674
0.03270973905455321,0.13486084574833512,0.08006728743202984,0.088278639013879,0.0642464606789872,0.08496245706919581,0.0832071912009269
0.0328304790018592,0.13418044871650636,0.079281494487077,0.08848802128341049,0.0644856106955558,0.08503396715968847,0.08357805816922337
0.03289424072136171,0.13325976871419698,0.07831786293536425,0.08865899674128741,0.06485578778665513,0.08527970826253295,0.08390858129132539
0.03487847920041531,0.14069767924956977,0.08144351054215804,0.09124656941276044,0.06675561401061714,0.08346154179889709,0.08580552774947137
0.03526662991498597,0.1411315476289019,0.08120234741363674,0.09177868370898068,0.06728634174214676,0.08330573060084134,0.08639157353900373
0.03542944902437739,0.1404814193956554,0.08049811178352684,0.09198023995850235,0.0674858545535244,0.08330077060963959,0.0868059506174177
0.03538845953880809,0.14229418546892703,0.08261960610980168,0.09188180358614773,0.06744339322904125,0.08330373011995107,0.08623046602588147
0.03482065838761628,0.14189928059931844,0.08344669209327549,0.09124133747536689,0.06728957896120846,0.08404633670579642,0.08526832959614694
0.03359233851369936,0.13872837997041643,0.08273324678884819,0.0898839645087719,0.0668594486778602,0.08562005637213588,0.0838111819466576
0.032298241640091874,0.13462302170228213,0.08153903792845085,0.08826283493544906,0.06578675983473659,0.08695546863600612,0.08237055997597054
0.03097683574014809,0.13096173864323646,0.08066192897967994,0.08666527445893735,0.06490162457339466,0.08842132712015882,0.0808063488220796
